question_number,answer,reason
105,A,"**OPTION: A** **REASON:** An endorsement is when an insurer assumes the risk of a loss for the benefit of an insured. In this case, the insurance company assumes the risk of the property being vacant for a year."
106,C,An endorsement must be added to the homeowner's policy to cover water backup.
107,C,"** Time element loss refers to the element that had the most significant impact in causing the loss, when two or more perils, independently, bring about the loss at the same time."
108,A,**OPTION: A** **REASON:** Aleatory costs are not covered under a liability policy. They are costs that are not directly related to the occurrence of an injury or damage.
109,A,Michelle's homeowner's policy provides coverage for damage to her own property caused by a covered peril.
110,B,"**OPTION: B. Risk** **REASON:** Risk is a measure of the likelihood that a loss will occur. The more risk, the higher the likelihood that a loss will occur."
111,C,**OPTION: C** **REASON:** Coinsurance is a device that is used to minimize small claims and lower premiums by transferring the risk of a claim to an insurer.
112,D,"A ho-5 is designed for owner-occupied dwellings, while the other options are designed for rental properties."
113,A,** Compensatory damages are designed to punish the defendant and deter similar conduct in the future. They are typically awarded when the defendant's conduct is particularly egregious or when there is a clear economic benefit to doing so.
114,A,"The umbrella policy has a limit of $1,000,000, which is greater than the combined limits of the underlying auto policies ($250,000 and $500,000). Therefore, the umbrella will pay the full amount of the loss, which is $950,000."
115,C,"**OPTION: C** **REASON:** Comprehensive coverage applies when the vehicle is damaged due to an event other than a collision. In this case, the deer jumping in front of the car is an event that could cause damage to the vehicle, thus triggering comprehensive coverage."
116,A,"** Physical hazards involve a direct threat to a person's safety or well-being. In this case, the hazard is intentional risky behavior that could result in financial gain for the party involved."
117,C,"**OPTION: C** **REASON:** Renting is not typically covered by homeowners' policies, and riots and civil commotion are not typically covered by standard homeowner's policies."
118,A,"**OPTION: A** **REASON:** dp-3 policies cover losses to the structure itself, including walls, roofs, and foundations. However, option A specifically excludes loss of rents from the coverage."
119,C,"**OPTION: C** **REASON:** The homeowner's home is considered a single-family dwelling, which is eligible for a HO-6 policy."
120,A,PIP is designed to cover medical expenses and lost wages resulting from an accident.
121,A,**OPTION: A** **REASON:** Legal defense expenses are not covered under a cyber liability insurance policy.
122,A,The employer's commercial auto policy provides coverage for damage to company property caused by employees or their vehicles.
123,A,"The weight of snow and ice is a covered peril under dp-1, resulting in a total damage amount of $15,000."
124,C,Jenny's commercial auto policy provides coverage for damage to property caused by employees driving their vehicles while on duty.
125,C,"**OPTION: C** **REASON:** The abc construction company's commercial general liability policy will respond to the loss, as it provides coverage for accidents that occur during the course of the company's operations."
126,D,"Under an HO-3 homeowners policy coverage, personal property is covered in the United States, Canada, and Mexico."
127,D,**OPTION: D** **REASON:** Commercial property insurance will respond to the loss of the bulldozer because it is a tangible personal property that is used in the course of the business.
128,D,"A statement of fact given to an insurer by the insured concerning the insured's risk voids the policy because it is a statement of fact, not a condition precedent."
129,A,"**OPTION: A** **REASON:** An insuring agreement is a contract between an insurance company and an insured that requires the insurance company to pay losses according to the policy, defend the insured in a liability lawsuit, and provide certain other services."
130,A,**OPTION: A** **REASON:** Cooperating with the insurance company is not a duty of the insured after a loss in an insurance contract.
131,C,An RV insurance policy is specifically designed to cover vehicles used for recreational travel and living arrangements.
132,A,A business owner needs to insure all drivers of fleet vehicles on their commercial auto policy because contractual liability coverage is not included in the standard commercial auto policy.
133,A,"**OPTION: A** **REASON:** An indemnification clause is a provision that requires an insurer to reimburse a loss up to a specified amount, regardless of whether the insured actually recovers the lost property."
134,B,"**OPTION: B** **REASON:** An earth movement, neglect, and war are all excluded under a HO-3 homeowners' policy, while theft is not."
135,C,**OPTION: C** **REASON:** The policy provision that applies when a policy lapses is a cancellation provision. Cancellation provisions allow the insurer to cancel the policy and return the premium to the policyholder.
136,D,**OPTION: D** **REASON:** A supplementary form is used for situations where the policyholder is not the owner of the item being insured.
137,A,**OPTION: A** **REASON:** Subrogation allows the insurance company to recover its claim cost by pursuing the other driver's insurance policy.
138,B,"**OPTION: B** **REASON:** Proof of loss is a document that documents the loss or destruction of an item, which is what the form is used for."
139,C,**OPTION: C** **REASON:** The insuring agreement is a document that lists the name and address of the named insured on the policy.
140,A,"The insurance policy is a contract between the insured and all third parties, including the insurer and the agent."
141,B,Professional liability insurance provides coverage for legal expenses and damages incurred by a business due to the negligence of its employees or agents.
142,A,A personal auto policy will provide coverage for transportation expenses at the rate of $20 per day for up to a maximum of $300.
143,C,The insurer must give 60 days' notice to the first named insured before deciding not to renew the policy.
144,C,Workers' compensation is a state-mandated insurance that provides wage and medical benefits to workers who become injured or ill while on the job.
145,B,"The homeowner can seek coverage under the agent's general liability policy, which provides coverage for negligence and wrongful acts."
146,B,"** A fidelity bond is a type of bond that requires the issuer to repay the principal amount of the bond if the issuer defaults on its obligations. A fidelity bond is typically used to provide financial security to a lender, such as a bank or credit union, in the event that the borrower fails to repay the principal amount of the bond."
147,C,The policy covers all of the following except the farming operation's property and liability.
148,D,Commercial auto insurance would have covered this type of loss as it provides coverage for property damage and liability arising from the operation of a motor vehicle.
149,A,"The three parties to a bond are the obligee, surety and the principal."
150,C,A business interruption insurance policy would protect the business from financial losses resulting from the closure of the road.
