question_number,answer,reason
35,C,"** An adhesion concept applies when an insurer assumes responsibility for the risks associated with insuring a particular risk. In this case, the insurer assumes responsibility for the risks associated with insuring the person's property, but not for the risks associated with insuring their friend's property."
36,A,** A contract of utmost good faith requires that both parties act honestly and disclose all relevant information. This means that neither party can make misleading statements or hide any material facts.
37,A,"** Speculative risk involves taking on the potential for a significant loss. In this case, the person is buying a lottery ticket, which is a speculative investment with a high potential for loss."
38,A,**OPTION: A** **REASON:** An oily rag left near a furnace in a workshop poses a physical hazard because it could catch fire or cause an explosion.
39,A,It allows insurers to predict losses more accurately by pooling many similar risks.
40,A,**OPTION: A** **REASON:** Indemnity is the principle that guarantees payment regardless of the cause of loss.
41,A,**OPTION: A** **REASON:** Physical hazard. An individual leaving their car unlocked in a public parking lot is leaving it in a location where it could be damaged or stolen.
42,C,"** Risk reduction is a process that involves identifying, analyzing, and controlling potential risks to reduce the likelihood and impact of those risks. Installing a fire alarm system is an example of risk reduction because it actively reduces the likelihood of a fire occurring and the potential damage or loss associated with such an event."
43,A,"** The law of large numbers states that the average value of a large number of independent risks will converge to a single, well-defined value. This means that insurers can estimate the overall loss of a large group of policyholders with a high degree of accuracy by averaging the losses of individual policyholders."
44,A,"**OPTION: A** **REASON:** Aleatory nature. Aleatory nature is the principle that an insurance policy is primarily determined by the risk assumed by the insurer, rather than by the risk assumed by the insured."
45,A,**OPTION: A** **REASON:** An investment in the stock market is a speculative risk because the outcome is uncertain and depends on factors beyond the control of the investor.
46,B,"**OPTION: B** **REASON:** A unilateral contract is a contract in which only one party is legally obligated to perform the terms of the contract. In this case, the insurer is legally required to pay covered claims, but the insured is not legally obligated to continue paying premiums."
47,C,"** A risk must be speculative to be insurable. A risk must be hypothetical and not a known fact. The risk must also affect a broad class of people, not just a single individual."
48,D,"**OPTION: D** **REASON:** Risk reduction is a method used to minimize the risk of loss by transferring it to a third party. In this case, the person is transferring the risk of loss to the insurance company."
49,A,**OPTION: A** **REASON:** A peril is a condition that increases the chance of loss. It is a situation or event that could potentially cause a loss event to occur.
50,C,"**OPTION: C** **REASON:** Moral hazard. Moral hazard occurs when one party to a transaction has more information than the other party and uses this information to take advantage of the other party. In this case, the person intentionally sets fire to their own property to collect insurance proceeds, which is an act that takes advantage of the insurance company."
51,C,"**OPTION: C** **REASON:** A written agreement is not the only element required for a contract to be legally enforceable in insurance. Consideration, competent parties, and legal purpose are also essential elements."
52,A,**OPTION: A** **REASON:** The insurer is legally bound to perform under the contract once the premium is paid.
53,A,"**OPTION: A** **REASON:** Aleatory contract involves unequal exchange of values or property, where each party's gain is not equal to their loss."
54,B,"**OPTION: B** **REASON:** Indemnity is the principle that requires an insurance company to restore an insured to the same financial position as before the loss, no better and no worse."
55,B,"**OPTION: B** **REASON:** An ambiguous language leaves room for different interpretations based on state laws. Courts will consider the context of the policy, the specific wording used, and the relevant insurance laws to determine the intended meaning."
56,D,"**OPTION: D** **REASON:** Consideration is the value or benefit that the insured provides to the insurer in exchange for the insurer's promise to pay covered claims. In this case, the insured's insurable interest is the value of the property insured, and the insurer's promise to pay covered claims is the consideration that the insured provides to the insurer in exchange for that promise."
57,B,"A contract of adhesion in insurance means that the insurer prepares the contract and the insured must accept it as is, meaning the insured cannot change the terms after signing."
58,B,"A business owner is not a competent party to a contract, and a licensed company is not a competent party to an insurance policy."
59,C,"**OPTION: C** **REASON:** Conditions is the section of an insurance policy that lists the name of the insured, the property covered, and the policy limits."
60,B,"A conditional insurance contract requires both parties to perform certain duties for coverage to apply, making it only valid if both conditions are met."
61,A,**OPTION: A** **REASON:** An insured receiving payment equal to the actual cash value of a stolen item would violate the principle of indemnity because it would not compensate the insured for the full value of the loss.
62,B,A contract to insure a shipment of legal goods would be unenforceable due to a lack of legal purpose if the shipment itself was not legal.
63,A,"**OPTION: A** **REASON:** An offer and acceptance are fundamental elements of an insurance contract. An offer is a statement of coverage made by the insurer, while acceptance is the response from the applicant indicating their agreement to the terms of the offer."
64,A,An aleatory contract is one where the insurer has the right to deny coverage or pay out less than the insured's claim.
65,A,"**OPTION: A** **REASON:** Utmost good faith is the principle that requires an insured to be honest and truthful in their application for insurance. If an insured intentionally withholds material information, they are violating this principle and could be found liable for misrepresentation."
66,B,"**OPTION: B** **REASON:** An insurance contract is legally binding on both the insured and the insurer. The insured is legally obligated to pay premiums for the entire policy term, and the insurer is legally bound to pay covered claims if the insured fulfills policy conditions. Therefore, the correct answer is B."
67,C,The insurer cannot automatically renew a contract based on a material misrepresentation of age.
68,A,"An insurance contract is unilateral, meaning that the insurer has the obligation to fulfill its obligations under the contract, regardless of the insured's actions or lack of performance."
69,A,**OPTION: A** **REASON:** Consideration is the promise made by the insurer to pay covered claims. It is typically defined in the policy document and forms the basis of the insurer's obligation to pay the insured when a claim is filed.
70,C,"Exclusions are a section of the insurance contract that defines the types of losses that are not covered by the policy. When a loss falls outside of the exclusions, the insurer has the right to deny the claim."
71,C,"** A homeowner insures their own house against fire loss. A homeowner's house is not a business, an apartment building is not a vehicle, and the homeowner is not insuring a third party's property."
72,C,"Consideration is the exchange of value, such as the premium paid and the insurer's promise to pay claims."
73,B,**OPTION: B** **REASON:** The principle of utmost good faith requires the insured to provide complete and honest information on the application. This ensures that the insurer can make an accurate determination of the risk and provide coverage accordingly.
74,A,Aleatory principle states that a policyholder is entitled to the same benefit as they would have received if the loss had not occurred.
75,C,"Reasonable expectations are a measure of what a reasonable person would expect from the insurance contract. Therefore, if the policy language is unclear, courts will interpret it in a way that a reasonable person would have expected."
76,A,"**OPTION: A** **REASON:** An insurance contract that is ""personal"" in nature requires both parties to perform equal obligations."
77,C,"** An adult of sound mind entering into a contract is a competent party, meaning they have the mental capacity to understand the terms of the contract and the obligations they are agreeing to."
78,B,"A conditional contract is drafted when one party has the power to negotiate the terms of the contract, but the other party has little or no ability to negotiate."
79,C,A conditional insurance contract allows the insurer to decline coverage or adjust the policy terms based on specific conditions or losses sustained by the insured.
80,A,**OPTION: A** **REASON:** An insurer's obligation in a unilateral insurance contract is to perform if the insured fulfills the policy conditions.
81,A,**OPTION: A** **REASON:** Conditional is a contract characteristic that allows the insurer to deny the claim if the policyholder fails to meet the conditions specified in the policy.
82,A,"An offer is a definite proposal of coverage or a promise to provide insurance benefits in exchange for premium payments. Option A describes the initial stage of an insurance application, where an applicant submits a completed application and premium, but it is not a complete offer."
83,D,"**OPTION: D** **REASON:** An offer and acceptance are the essential elements of a valid contract, but the legal purpose and consideration elements are not mentioned in the stem."
84,D,Utmost good faith is a principle of contract law that requires a good faith effort to fulfill the terms of a contract. The policyholder's right to reimbursement under this principle requires a showing that the insurer acted in good faith and did not intentionally deny coverage.
85,A,**OPTION: A** **REASON:** An insurance contract is a legally binding agreement between an insurer and an insured. The insurer agrees to pay the insured a specified amount of money if the insured suffers a covered loss. The promise to pay covered losses is the primary consideration that determines the insurer's liability.
86,A,Utmost good faith is an insurance principle that requires each party to act in good faith and disclose all relevant information. This principle ensures that both parties are on equal footing and that the insurer is not unjustly denying coverage.
87,A,An insurance contract cannot be automatically valid when one of the parties is under the influence of drugs.
88,A,"An aleatory contract is based on an uncertain event and may result in unequal value exchanged between the parties, making it a risk-sharing contract."
89,A,**OPTION: A** **REASON:** An insurance contract is considered a contract of utmost good faith because it requires both parties to act honestly and disclose all material facts relevant to the agreement. This ensures that both parties are entering into a binding agreement based on truth and transparency.
90,B,"**OPTION: B** **REASON:** Consideration is the promise made by the insured to provide information or conduct an investigation relevant to a claim. In this case, the insured is promising to notify the insurer of a loss, which is an example of consideration."
91,A,"According to the strictest legal definition, ambiguity should be interpreted in favor of the insured, as the insurer drafted the contract."
92,A,"The personal nature of an insurance contract means that it is only valid for individuals, not businesses."
93,A,"The policy was likely issued under a minor's exception, rendering it voidable at the option of the minor."
94,A,Reasonable expectations are a principle of insurance law that requires insureds to understand the terms of their policies and act in a way that a reasonable person would expect an insurer to act under the same circumstances.
95,C,"**OPTION: C** **REASON:** An insurance contract being unilateral means that the insurer has the absolute right to decide whether to fulfill its promise and pay the premium. The insured has no say in this decision, and the contract cannot be changed at any time by the insured."
96,D,"**OPTION: D** **REASON:** An insurance contract is unenforceable if the policyholder changes their address after issuance, as this would constitute a material alteration that renders the contract invalid."
97,A,An aleatory contract is one where the insured's obligations are not dependent on the insurer fulfilling their obligations.
98,B,"Indemnity is a principle of property insurance that requires an insurer to replace or reimburse an insured for the actual value of a lost or damaged item, not the cost of replacement."
99,C,"The contract may be voidable due to lack of competency. An insurance application requires the applicant to be of sound mind and competent to understand the terms of the policy. If the applicant is under the influence of alcohol, they may not be competent to understand the application and may not be able to make an informed decision about whether to purchase insurance."
100,A,"**OPTION: A** **REASON:** An offer to contract is made when an applicant submits a completed application and premium payment to an insurer. The insurer's subsequent issuance of a policy is considered acceptance of the offer, resulting in a legally binding contract."
101,A,The primary responsibility of the California Department of Insurance (CDI) is to approve insurance policy forms before they are sold to consumers.
102,A,"The agent owes a fiduciary duty to the insured, which means that the agent must act in the best interests of the insured and act with integrity and care in handling the insurance transaction."
103,A,"Revocation or suspension of the license is a possible consequence of misrepresenting policy terms, as it could be considered unethical and fraudulent behavior."
104,A,"**OPTION: A** **REASON:** Twisting is not explicitly mentioned as a prohibited act in California insurance law. Therefore, twisting as described cannot be considered a violation of insurance regulations."
105,A,"A contract must have competent parties, a legal purpose, an offer and acceptance, and consideration for it to be valid under California law."
106,D,An agent commingles client premiums with personal funds is required by the Department of Insurance to be considered a prohibited practice.
107,C,**OPTION: C** **REASON:** Requesting additional documentation for a claim is an unfair claims settlement practice under California law because it requires the insurer to expend time and resources gathering irrelevant information from the claimant.
108,D,Rebating is offering a benefit that is not directly related to the risk assumed by the insurer.
109,A,"Licensees must complete a specified number of CE hours to renew their license, which is required by the California Department of Insurance."
110,B,**OPTION: B** **REASON:** Offering discounts for safety features is a prohibited form of discrimination in underwriting property and casualty insurance in California because it is based on a protected characteristic (safety features) rather than the insured's risk profile.
111,A,"The duty to avoid rebating requires the insurance agent to disclose all material information to the prospective client. By omitting material information, the agent is essentially rebating the premium and taking advantage of the client."
112,D,A person must hold a valid insurance license issued by the state to act as an insurance agent in California.
113,B,Disclose the information only as required by law or with client consent.
114,A,A felony conviction would result in the suspension or revocation of the license.
115,A,"A fiduciary duty requires the agent to act in the best interest of the insurer, meaning they must prioritize the insurer's financial interests over their own."
116,A,"The insurer's action is not allowed by state law, as it constitutes unfair discrimination based on a single claim."
117,B,**OPTION: B** **REASON:** Rebating under California insurance law means offering a benefit or incentive to a client that is not explicitly stated in the policy terms. Offering a portion of the agent's commission to the client as an inducement to buy is an example of rebating because it is not explicitly stated in the policy terms.
118,B,** An administrative penalty or license suspension is a possible consequence for failing to report a change of address within the required timeframe.
119,A,** Listing the agent's license number in advertisements is a prohibited advertising practice for a California property and casualty licensee because it is not required by the law to be included in the advertisement.
120,C,"The agent must ensure the client fully understands the policy terms, possibly using translated materials or an interpreter, to comply with ethical and legal standards."
121,A,** Commingling involves the illegal commingling of funds from multiple sources into a single account. This action violates the law prohibiting commingling and could result in legal consequences for the agent.
122,A,**OPTION: A** **REASON:** Denying a claim after a thorough investigation is considered an unfair claims settlement practice under California law because it prevents the claimant from receiving compensation for their losses.
123,A,"Disclosing the incentive to the client would violate the state law, as it is considered a rebate."
124,A,"The agent may be subject to disciplinary action, including suspension or revocation of their license."
125,A,An insurance agent convicted of a felony could have their license revoked or suspended by the Insurance Commissioner.
126,A,"**OPTION: A** **REASON:** A breach of fiduciary duty would occur when a property and casualty agent takes actions that are not in the best interests of their clients. Option A clearly demonstrates a breach of fiduciary duty, as the agent is depositing client premium payments into a separate trust account, which is not a standard practice for handling client funds."
127,D,Churning is when a company stops providing insurance coverage or services to a policyholder.
128,D,"An insurance contract must involve competent parties, a legal purpose, offer and acceptance, and consideration."
129,A,**OPTION: A** **REASON:** Rebating is a practice where a property and casualty agent offers to split their commission with a client as an incentive to purchase a policy.
130,A,"An agent has a fiduciary duty to disclose all relevant information to a prospective client. Failing to do so constitutes a violation of this duty, which could result in legal liability for the agent and financial penalties for the client."
131,C,**OPTION: C** **REASON:** Offering discounts for home safety features is a prohibited underwriting practice for California property and casualty insurers because it is not a standard practice for determining insurance premiums.
132,B,Sharing confidential information with other agents in the office could compromise the agent's ethical duty to maintain confidentiality and could also violate the state law.
133,A,The agent's license may be suspended or revoked for violating the California Insurance Code section 1086.
134,A,The answer is A. Enforces state insurance laws and oversees the Department of Insurance.
135,C,A property and casualty agent must hold the funds in a trust account until remitted to the insurer.
136,A,**OPTION: A** **REASON:** A duty of a California insurance agent when presenting a policy to a prospective client is to disclose all material facts and policy limitations.
137,A,** Making false statements about a competitor's financial condition is an unfair method of competition because it is designed to mislead potential policyholders and could result in them making decisions that are not in their best interests.
138,A,"A property and casualty agent is required to keep records of all insurance transactions for at least 5 years, as per California law."
139,A,The Insurance Commissioner may suspend or revoke the agent's license for engaging in fraudulent activity.
140,D,A contract filed with the Secretary of State is a requirement for a valid insurance contract under California law.
141,A,**OPTION: A** **REASON:** The ethical responsibility of a property and casualty agent towards a client who does not understand English well is to ensure that the client fully understands the policy terms before proceeding with the sale.
142,A,Charging different rates based solely on race or ethnicity is an example of unfair discrimination practice prohibited by California insurance law because it unfairly disadvantages individuals from protected groups by imposing higher premiums or denying coverage based on their race or ethnicity.
143,A,"The question asks about the timeframe for notifying the Department of Insurance of a change in business address. According to California law, a property and casualty agent must notify the Department of Insurance of a change in business address within 30 days of the change taking place."
144,A,"**OPTION: A** **REASON:** The primary purpose of the California Insurance Code as it relates to property and casualty insurance is to regulate insurance rates and ensure fair competition, thereby protecting the interests of policyholders."
145,A,Misrepresentation. The insurance agent is intentionally misleading the client by denying coverage that the policy actually provides.
146,A,The California Insurance Code is designed to establish minimum standards for insurance contracts and regulate the conduct of insurers and agents to protect policyholders and ensure fair and competitive insurance markets in the state.
147,A,"Insurable interest is required under California law for property insurance contracts. The insured must have a financial interest in the property at the time of application only, as the insurer has a vested interest in recovering the insurance proceeds if the property is damaged or destroyed."
148,A,"The doctrine of reasonable expectations requires the insurer to provide the insured with a policy that is clear and free from ambiguity. Since the policy language is ambiguous, the insurer is likely to be held liable for failing to do so."
149,A,"**OPTION: A** **REASON:** An insurance contract under California law is a bilateral contract, binding both parties equally."
150,B,"**OPTION: B** **REASON:** The primary ethical duty of an insurance agent is to act in the client's best interest, which requires providing unbiased and non-disingenuous advice and recommendations."
151,A,"**OPTION: A** **REASON:** Indemnity is a principle of property insurance that requires the insurer to restore the insured to the same financial position as before the loss, no better and no worse."
152,D,A peril is a condition that increases the chance of loss. A peril is something that makes the loss more likely to occur.
153,A,Purchasing a comprehensive insurance policy is an example of risk retention because it allows the insurer to retain the risk of losses that may occur.
154,B,**OPTION: B** **REASON:** To apply the law of large numbers and accurately predict losses.
155,C,**OPTION: C** **REASON:** Installing smoke detectors in a home is an example of risk avoidance because it reduces the risk of property damage or injury from fire.
156,D,"A moral hazard arises when an insured party has the ability to influence the outcome of a risk event, leading to unfair or excessive compensation. In this case, the insurance company has the ability to determine the value of the property based on the information provided by the homeowner, potentially leading to an unfair payout if the actual value is higher."
157,A,"**OPTION: A** **REASON:** Aleatory means that the outcome of the contract depends on an uncertain event, and the value exchanged may be unequal."
158,A,"**OPTION: A** **REASON:** Insurable interest means the insured has a vested interest in the property. In this case, the insured's interest is in protecting the property from loss. Therefore, the concept of insurable interest is demonstrated by the fact that the insured (the person getting insurance) has a vested interest in the property."
159,A,"**OPTION: A** **REASON:** The law of large numbers ensures that even if there is a relatively small number of losses, the aggregate loss will be significant enough to trigger a claim under property and casualty insurance policies."
160,D,**OPTION: D** **REASON:** A home burglary is not insurable because it involves the intentional or reckless act of breaking into a dwelling.
161,B,**OPTION: B** **REASON:** A contract of adhesion in property insurance means that the insured must accept the contract as written by the insurer.
162,A,"**OPTION: A** **REASON:** A homeowner installs a security system, which is a common way for property owners to transfer risk to an insurance company. The insurance company provides financial protection in the event of a covered loss, such as theft or damage to the property."
163,C,"A peril in property insurance is defined as the uncertainty of whether a loss will occur. This uncertainty increases the likelihood of a loss occurring, making it a situation that increases the likelihood of a loss."
164,D,"** A risk must be definite and measurable for it to be insurable. The loss must be quantifiable, meaning it can be measured with a certain degree of accuracy."
165,C,"** Risk reduction is the process of implementing measures to reduce the likelihood and impact of potential risks. By installing a security system, the homeowner is actively reducing the risk of burglary by deterring potential offenders and mitigating the potential consequences of a break-in."
166,B,** Moral hazard. Moral hazard occurs when one party to a transaction has more information than the other party and uses this information to take advantage of the other party.
167,A,An insurable interest means the insured has a vested interest in the property that would be significantly diminished if the property were not insured.
168,D,"The loss must be significant enough to cause financial hardship. The business owner is deciding not to insure a small storage shed because the potential loss would not cause significant financial hardship, indicating that the risk is not calculable."
169,A,"**OPTION: A** **REASON:** A hold harmless agreement requires the insured to assume full responsibility for any losses resulting from the insured's negligence. Therefore, this scenario demonstrates risk transfer in property insurance as the insured assumes the financial burden of losses caused by the insured's negligence."
170,C,**OPTION: C** **REASON:** Conditional is a contract characteristic that requires one party to perform a specific act before the other party is obligated to perform a different act.
171,C,"**OPTION: C** **REASON:** A broken stair railing is a physical hazard that could cause injury or death to a person, rendering insurance coverage appropriate."
172,D,"The contract is based on utmost good faith, which means that both parties are equally obligated to perform their obligations in good faith."
173,A,** The risk is not calculable because the amount of potential loss is not known. The insurer cannot determine the exact value of the house or the potential cost of rebuilding it.
174,D,"A morale hazard is an act or omission that reduces the insured's responsibility to pay insurance premiums. In this case, intentionally setting fire to their property would be an act of negligence that could reduce the insured's responsibility to pay insurance premiums."
175,D,"**OPTION: D** **REASON:** Risk transfer is the process by which an insurer assumes responsibility for potential losses. By installing a sprinkler system, the property owner transfers the risk of fire damage to an insurance company."
176,A,**OPTION: A** **REASON:** Aleatory principle. Aleatory principle states that the insurer's obligation is limited to the amount necessary to restore the insured to their original financial position.
177,C,"**OPTION: C** **REASON:** A tenant installing extra locks on their apartment door is a moral hazard because it reduces the property insurer's risk. The insurer cannot control the tenant's actions, and the tenant can benefit from the insurance company paying for damages."
178,D,"Risk transfer is the process of shifting risk from the insurer to the insured. In this case, the person is transferring the risk of loss from themselves to the insurance company."
179,A,"The phrase ""contract of utmost good faith"" means that both parties must act honestly and disclose all relevant information."
180,B,**OPTION: B** **REASON:** A faulty electrical wiring system in a house is a physical hazard that can cause damage to people and property.
181,A,**OPTION: A** **REASON:** An insurable interest means that the insured has a vested interest in the property at the time of loss. This means that the insured has a financial stake in the property and would be disadvantaged if the property were not insured.
182,A,Aleatory is the correct answer because it refers to an event or occurrence that must occur before a contract obligation arises.
183,C,"** Risk avoidance is the process of identifying and eliminating potential hazards or risks before they occur. By not building a house in a known floodplain, the person is actively reducing the risk of flood damage."
184,A,A driver purchases auto liability insurance to mitigate the risk of financial loss due to an accident.
185,C,"Speculative risks involve the possibility of both gain and loss. Insurers cannot insure against the risk of losing money, as they would not be compensated for the full amount of the potential loss."
186,B,**OPTION: B. Utmost good faith** **REASON:** Utmost good faith means that both parties must act honestly and disclose all relevant information. This principle is essential for ensuring that the insurance company can make accurate underwriting decisions and that the policyholder is not taken advantage of.
187,C,"**OPTION: C** **REASON:** Insurance companies seek to insure a large number of similar risks spread over a wide geographic area to minimize the chance that many losses will occur at once. This is because the probability of a single large loss is much higher than the probability of a small loss. By spreading risks across a wider pool of policyholders, insurance companies can reduce the impact of losses on any single policyholder."
188,B,**OPTION: B** **REASON:** A conditional contract feature requires the insured to fulfill specific duties before the insurer is obligated to pay.
189,A,"**OPTION: A** **REASON:** An insurable risk must be something that can be objectively valued and insured against. A person hoping to profit from a decline in stock prices is not objectively valued, and therefore, is not an insurable risk."
190,A,A property insurance contract is described as 'personal.' This means that the policy is issued to an individual and covers their personal belongings and interests in the property.
191,C,"**OPTION: C** **REASON:** A contract of adhesion in property insurance involves the insurer providing a policy that binds the insured to insure a property for a specified period. The insured must accept the policy as is, and the insurer cannot change the terms of the policy without the insured's consent."
192,D,"The principle of subrogation states that the insurer has the right to subrogate the policy to a third party, such as a contractor or repair company, to recover the loss from the insured."
193,A,"**OPTION: A** **REASON:** Risk transfer involves shifting the risk from the insurer to the insured. In this case, the person transfers the risk of loss to the insurance company by accepting the insurance company's offer not to insure the antique."
194,A,"Aleatory contract characteristic means that the insurer has the right to require the insured to do something, such as notifying the insurer promptly after a loss."
195,C,The risk is not definite because the risk is not defined by the person's financial stake in the property.
196,D,"Risk reduction is the process of transferring or minimizing the risk of an event or activity. By installing a fire alarm system, the business owner is reducing the risk of fire damage to their property and assets."
197,A,"**OPTION: A** **REASON:** Aleatory means that the contract requires the parties to act in good faith, meaning they must act in a fair and honest manner."
198,B,** Moral hazard. Moral hazard occurs when one party to a transaction has more information than the other party and uses this information to take advantage of the other party.
199,A,"To reduce the need for underwriting, insurance companies spread the risk of insuring a large number of similar risks over a wide geographic area."
200,A,Both parties must act honestly and disclose all relevant information for the contract to be fair and accurate.
201,A,"Personal property replacement cost endorsement provides coverage for the full appraised value of the jewelry collection, including the cost of replacement or repair."
202,A,Additional living expenses are covered under the 'additional living expenses' section of a standard homeowners policy.
203,C,An insured's liability coverage under a standard homeowners policy is limited to damage to the insured's own property.
204,A,"The homeowner's policy covers replacement cost, not depreciation."
205,C,**OPTION: C** **REASON:** A detached structure is typically covered for up to 10% of the dwelling coverage limit under a standard homeowners policy.
206,A,A homeowner's policy excludes coverage for fire damage to the home because fire damage is not considered personal property under the policy.
207,C,"**OPTION: C** **REASON:** The guaranteed replacement cost option ensures that the insurance company will reimburse the policyholder for the full cost of rebuilding their home, up to the policy limit, regardless of the rebuilding costs."
208,D,"The passage does not specify that the coverage is unlimited for all items, which is a typical limitation of a homeowners policy."
209,A,"Coverage for personal property away from the insured residence is limited to a percentage of the Coverage C limit, often 10%, for property located off-premises."
210,B,"Restaurant meals are not considered additional living expenses under the homeowners policy, as they are not directly related to the insured's living situation."
211,A,"The homeowner's policy covers replacement cost, not actual cash value."
212,A,"Ordinance or law endorsement provides coverage for the actual cost of rebuilding a property, up to the policy limit, regardless of the cost of rebuilding beyond the policy limit."
213,B,**OPTION: B** **REASON:** A detached structure is not considered part of the dwelling and is therefore not covered under a standard homeowners policy.
214,A,The homeowner's policy provides liability coverage for unintentional damage caused by the insured while on the premises or while performing business activities on the premises.
215,A,"**OPTION: A** **REASON:** The actual cash value settlement option pays the full cost to replace damaged property with new property, regardless of the age of the property."
216,A,An HO-8 policy provides liability coverage for physical injury or property damage caused by the insured's family members or guests. Adding an HO-8 endorsement to the homeowner's policy would provide the necessary liability coverage for the artwork.
217,A,Clothing stolen from a hotel room while traveling is not covered under the personal property section of a standard homeowners policy because it is not an article of personal property.
218,A,"An earthquake insurance policy is specifically designed to provide coverage for earthquake damage, which is not included in the standard homeowners policy."
