question_number,answer,reason
39,A,"The minimum required professional designation for coverage on partial losses to both structures is ""CPCU."" This indicates that Mary must carry a minimum of the professional designation ""CPCU"" following the name of any fire and life insurance."
40,C,"The question is asking for a definition of an exposure or finanicial loss, and the given answer (worker's compensation exposure) fits perfectly with this requirement. The other options (property loss exposure and personal loss exposure) are not suitable as they do not fit the given description."
41,D,"The PAP provides liability coverage on primary basis, which means that it applies to the damage caused by Max's neighbor's car only. Therefore, the cost of repairing the neighbor's fenceline is not covered under the PAP."
42,A,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 42: All of the following are common policy conditions under the commercial lines program, EXCEPT B. number of listed drivers C. insured risk and periphery D. personal loss exposure A. basic, broad, and special"
43,A,"The insured desires broader coverage compared to a DP1. Explanation: The DP2 has built-in appliances, which means that it includes all the necessary equipment and appliances for the insured's living expenses. This additional coverage is beneficial for the insured as they can have more control over their living expenses."
44,A,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines.
45,D,"The question does not specify which items of real property under HO3 are valued on an actual cash value basis, so the answer choice ""products/completed limit"" is not applicable."
46,A,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 46 Explanation: The difference between a homeowner's policy and dwelling policy for personal property coverage is that a homeowner's policy covers only the structure of the home, while a dwelling policy covers both the structure and all other contents inside the home. There is no appreciable difference in coverage between these two policies."
47,D,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines.
48,D,"Transfer of risk to the insurer Short sentences: - ""Transfer of risk"" (A) - ""Insurance company"" (B) - ""Coverage for unexpected events"" (C) Explanation: The transfer of risk from the insured to the insurance company is a benefit of insurance. This means that the insurer assumes the financial risk associated with the loss, which can help protect the insured against unexpected expenses or losses."
49,D,"The question does not specify what must be done in order to surrender for cancelation a license in a licensing agency's possession. Therefore, option D is the correct answer."
50,D,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines.
51,A,The named insured's (non-resident) spouse is not covered under section 2 of a homeowner's policy.
52,D,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 52: Which of the following does not have a standard coverage form in common use?
53,D,The named insured's (non-resident) spouse.
54,A,2 short sentences (why that letter)
55,C,"Delivery of the document itself to the commissioner is not professional and least likely to correctly identify the loss exposure. Transacting business only with non admitted insureres is not a way to determine current coverages, as it does not provide information on the actual policies in force. Getting a copy of all current police reports is also not a reliable way to determine what coverages have been carried by the insured."
56,C,"The question specifically mentions ""absoluite liability"" and ""commercial general liability."" These terms are not mentioned in the question's A./B./C./D. lines, so they cannot be echoed as part of the answer."
57,D,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 57: Which property is excluded under an HO3 policy? A. guard dog B. the vessel itself C. Other collision D. physical damage, liability and medical payment"
58,A,"The company pays the claim and the policy is concealed facts, as the applicant has previously had a license application denied for cause within the past five years. Therefore, the claim is paid regardless of whether or not the insured had received his most recent traffic ticket for speeding 32 months ago."
59,A,"The question asks for the type of policy that protects against loss from any peril except those that are specifically excluded. Therefore, the answer is ""Specified perils."""
60,A,"The insured collides with these types of vehicles (motorcycle, non-automobile) are not covered under a personal auto policy that is unendorsed."
61,C,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 61: What are the licensing requirements for individuals that are permitted to sell the California FAIR plan? company funds and securiities that are stolen by an employee A. individuals having a fire & casualty agent license B. the named insured's (non-resident) spouse C. contains package discounts
62,A,"The statement ""the driver's license of the individual who usually operates the vehicle that is insured by the policy and who is insured by the policy has had license suspended temporarily"" is true for the medical payment coverage."
63,A,"The question is asking about the process of determining appropriate changes for policies, and option A is the correct answer as it specifically mentions ""ratemaking"" as a part of the process."
64,A,"The motor home is scheduled on a miscellaneous type of vehicle endorsement, and all of the following property covered except: 1. Awning 2. Painting 3. TV antennas In this scenario, the motor home is covered by the miscellaneous type of vehicle endorsement, which includes all of these items."
65,D,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 65: What else must an applicant for a fire and causualty license, life agent license, or personal lines agent license complete in addition to pre-classroom study? A. a 15 hour semi-nar on insurance products B. a 24 hour course on financial planning C. a 6 hour workshop on sales techniques D. a 12 hour course on ethics and CA code"
66,A,"The limit of liability in a personal auto policy for ""damage to your automobile"" is stated as ""the lesser of the amount necessary to replace or repair the damaged property (vehicle) or the actual cash value of the damaged or stolen property."" This means that if the actual cost of replacing or repairing the damaged vehicle exceeds the amount of coverage provided by the policy, then the remaining coverage will be applied to the actual damage. In other words, the lesser of the two amounts is the li"
67,A,"The miscellaneous type vehicle endorsement provides coverage for specific repair services, such as collision or comprehensive coverage. Therefore, the answer is ""all coverage under the personal auto policy."""
68,A,The agent's license is inactive because it requires approval from the insurer to transact business.
69,D,"The question does not specify which type of insurance coverage is being discussed, so the answer choice that best fits the given context is ""Utmost good faith."" This means that the owner of property must act in a way that is fair and reasonable to all parties involved, regardless of their financial status. In other words, the owner should not seek to maximize their own profits at the expense of others."
70,A,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 70 Questions: 1-39, 41-50 Answers: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50"
71,A,"2 short sentences (why that letter) Question: 71: the term ""subrogation"" refers to What does a ""purpose risk"" consist of? C. coverage for any liability claims that are the result of: D. Where do most states require insurer's to file policy forms? A. the insured's right to recover payment from a responsible 3rd party"
72,A,"The coverage under a homeowner's policy that is personal property of the insured, when personal property is away from the premises, while the insured is traveling anywhere in the world/the identical coverage limits to that of coverage personal property on the premises make sure all necessary repair(s) to protect the property from further damage. The D. expense is paid by the insured, B. the applicant for the insurance has had no previous license denied for cause with C. previous 5 years."
73,D,"The question asks if an insured who signs a claim form is guilty of misdemeanor, physical, concealment or perjury. The answer choices are not listed in the given text, so it's best to focus on the sentence ""Do not echo the question's A./B./C./D. lines."""
74,A,"The expense is paid by the insured the insured employer, a company owned car and the mortgae is entitled to receive 100% of their loss. This statement does not echo the question's A./B./C./D. lines."
75,A,2 short sentences (why that letter)
76,C,"The question asks for the fine for a claim that was fraudulently paid out, and the answer is ""C"" - $170000. The reason given is that the insured may be fined as much as $15000 for physically visit costs and $15000 for physical therapy treatment costs, which totals to $170000."
77,D,Reason(s): B. Neither of these apply D. Replacement cost less depreciation
78,B,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 78: provides coverage which of the following? Under a yacht policy, protection and indemnity provides coverage for B. Coverage's A and C. • The insurance code definition of ""insurance broker"" is D. A homeowner's policy that includes a ""scheudled personal property endorsement """
79,A,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines.
80,C,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 80: Which of the following cities would fall within the policy territory limits of PAP issued by an insurer in the state of California? Vancouver, Canada D. Vicarious liability A. Underwriting B. the approximate dollar amount of an insurer's liability of at least one (or more)open C. claims"
81,D,"The reason for this question is that the agent's appointment to an insurance company is terminated, and the agent has no other appointment with any other insurance company. Therefore, the agent's license remains active indefinitely."
82,A,"The question is asking for a new single-family dwelling, so ""at a customer's home"" would be the best answer to match that requirement."
83,B,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 83: Identify which of the following is always included in a commercial package policy? C. common policy declaration and conditions D. the named insured's( non-resident) spouse A. being shipped with freight company B. umbrella policy
84,C,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 84: Which of the following coverage parts is not found in standard commercial policy? A. property insured under coverage A B. there is no appreciable difference C. the dwelling property coverage part
85,D,"The question does not specify which party is being referred to as a ""consumer"" or a ""managing general agent"". Therefore, the answer is ""D"", which means that the company that negotiates and binds ceding reinsurance on behalf of an insurer is considered a ""terminating producer""."
86,A,"The primary difference between an HO3 and an HO5 is that an HO3 covers damages caused by a direct physical loss or injury to property, while an HO5 covers damages caused by a direct physical loss or injury to property."
87,A,"The question is asking for benefits that would be considered ""benefits"" of insurance except for the coverage for unexpcted events, which falls under the category of ""coverage for unexpected events."" Therefore, option A is the correct answer."
88,A,2 short sentences (why that letter) Question: 88: The limits of medical expense coverage in a workers' compensation policy are: D. liability coverage for watercraft listed on the schedule A. broader coverage is needed by the insured B. both provide open periphery coverage for the dwelling C. not limited for either the time and/or the dollar amount
89,D,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines.
90,B,"The question mentions ""promise"" and asks for a specific reason why that letter should be chosen. Explanation: The choice of ""promise"" is considered because it is the only option that includes the word ""promise."""
91,D,Other-than-collision coverage
92,A,"The policyholder has an HO3 policy with replacement cost coverage on the insured buildings. The cost of replacement on the dwelling is $100,000, and the other structure (a garage) is $20,000. To be certain of replacement cost coverage on a partial loss to either structure, the policyholder must carry a minimum of Question 93: The insurance company has issued a new policy with a $100,000 limit for liability coverage. The company also offers a $50,000 excess liability endorsement. Can you summariz"
93,A,"All of the above Explanation: The reason given for including all of the above periils in the broad form, but not in the basic form, is that an automobile insurance company is permitted to cancel a personal auto policy for any reason."
94,C,"The question's A./B./C./D. lines do not include the word ""exclusive"" or any other specific condition. Therefore, the answer is X."
95,A,"2 short sentences (why that letter) Question: 95: Which coverage's are typically provided in a boat owner's policy? C. damage awards to the victim D. the insured desires broader coverage A. physical damage, liability and medical payments B. There is usually no direct correlation between the amount of general and special coverage."
96,D,2 short sentences (why that letter)
97,D,2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 97: When must insurance records for insurance agents and insurance breaks be made available to the insurance commissioner? A. all times B. only before the insurance is in effect C. twice per week D. around 90 seconds
98,A,"The question asks for the definition of a binders, which are temporary contracts between the insured and the insurance company. The answer is ""a preliminary quote that is not binding until finalized."" This option best fits the given definition."
99,A,"The primary medical payment coverage difference between a boat owner's policy and HO3 policy is that the boat owner's policy covers injuries to the people on the boat, while the HO3 policy covers injuries to other outside the home."
100,D,2 short sentences (why that letter)
101,D,2 short sentences (why that letter)
102,A,"The question asks for the location of ""ocena marine liability insurance"" found. The answer is ""physical damage coverage."""
103,D,Possible fraudulent claims made by insured's
104,C,2 short sentences (why that letter) Question: 104: How is an admitted insurer defined according to California DOI? D. it transact insuraNCe according to laws of the state of California A. it is exempt from California insuraNCe regulations B. it specializes in international insuraNCe C. it operate(s) without state approval
105,D,2 short sentences (why that letter)
106,A,"The question asks about a deduction applicable to losses exclued by the underlying coverage and covered by the umbrella policy. The answer choices (B, C, D) do not mention any deductible or self-insured retention."
107,A,"The statement ""fire and casualty agent"" refers to a person who provides insurance services, including selling policies and issuing premiums. This individual does not have the authority to collect premiums from producing brokers or issue policies directly to customers."
108,A,"The first periil (D) listed in the question is not included in the second one (DP2). Therefore, option A is the correct answer."
109,D,"2 short sentences (why that letter) Question: 109: Damage which is the result of a hailstorm, in which of the following ways under a personal auto policy? A. covered as an other-than-collision loss B. notice must be sent with return receipt reuired C. covered as other than collision loss D. the dwelling property coverage part"
110,A,"The collision coverage of a personal auto policy covers damage caused by the insured, driving into a fallen tree, that fell during a storm. Explanation: The company is not covered for damages to property due to perils other than those specifically named as being exclude."
111,C,"The question asks for the type of hazard that an individual who loves nuclear power plant is exposed to, and the answer choices are: - Social - Economic Since the question does not mention any other types of hazards, it can be assumed that the correct answer is ""Social."""
112,D,2 short sentences (why that letter)
113,D,The short sentences (why that letter) do not echo the question's A./B./C./D. lines.
114,A,"The reason given for concealmment is that it does not occur if no inquiry is made. Explanation: Insurance companies are required to disclose all information related to a claim, including the name of the insured and the amount of coverage. However, if there is no inquiry or investigation into the claim, concealmment is not permissible. Therefore, concealmment does not occur in this scenario."
115,A,"The material of representations and concealment is determined by the affect of the facts on each party to the contract in determining his or her estimate of the disadvantages of the contract office building 2 stories high and containing about 5,000 square feet."
116,A,"The CA insurance code states that a binders are deemed valid insurance policies for the purpose of providing the specified types of insurance (i.e., disability insurance, auto insurance, and life insurance) except for those types of insurance."
117,D,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 117: A dwelling fire policy's coverage is to a homeowner's policy, as a commercial property policy's coverage is to a: A. basic, broad and special B. business owner's policy C. pro basketball player D. stock insurance companies"
118,A,"The question does not specify which of the following conditions is excluded under the earth movement exclusions, lost wages or concurrent causes. Therefore, option A is the correct answer."
119,A,Short sentences (why that letter) Question: 119: What causes is commonly used to require's purchase insurance close to the value of the property? Cause: Subrogation clause Due to: Appraisal clause A. Standard mortgage clause B. Coinsurancce clause
120,A,2 short sentences (why that letter)
121,D,2 short sentences (why that letter) Question: 121: The medical payment coverage found in a commercial general liability applies to which of the following categories of individuals these are all covered? A. The insured's home is damaged by fire and must be rebuilt to meet present building codes. B. Codes. The additional cost of completing with the codes is 50%. C. Insurers who are in the process of transacting business on the insured's premises. D. Premise-level policies.
122,A,"The reason given is that the broadest coverage for any vehicle shown on the declarations means that the policy covers all vehicles shown in the declarations, regardless of whether or not they are covered under the policy. This means that if Fred's commercial property policy conditions state that ""broadest coverage on any auto shown in the declarations,"" then the policy covers all vehicles shown in the declarations, including those that were not covered under the policy."
123,C,"The umbrella policy is an additional insurance policy that provides broad excess liability coverage over multiple primary policies. It does not represent only one insurer, but rather represents a pool of insurers who share the risk of potential claims against the primary policies."
124,A,"The question asks about the insured's regular use of a company owned car, specifically inland collision coverage, comprehensive coverage, or specified peripheral coverage. This is not covered by marine coverage, which includes coverage for all types of property."
125,D,"The question does not require the exact number of sentences or words, but rather a clear and concise explanation of how BLG Insurance Corporation's name can be left in any of the following ways. These options include A, B, C, and D."
126,A,"The physical damage section of a personal auto policy covers the named insured's (non-resident) spouse, which is not covered by the question's A./B./C./D. lines."
127,A,"The California FAIR,EXCEPTONS list does not include ""excess liability coverage"" on a broader basis, above an underlying primary policy. This would not be eligible for coverage under the California FAIR,EXCEPTONS list."
128,A,"The most complete answer is ""liability, uninsured motorist, medical payment(s), collision and other than collision"" (A). This option includes all the necessary coverage's for a NAMED OPERATOR POLICY."
129,D,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 129: How much coverage, if any, is available under HO3 for landlord's furnishings? A. $2,500 B. collapse C. amiitted D. $37,500"
130,B,"The question does not specify which option is available, so it is best to assume that the answer is ""B"" (replacing the vehicle with a newer model). Example sentence: The insurer's option when making a settlement with the insured under a personal auto policy is to replace the vehicle with a newer model."
131,A,"The Independent Insurance Association of America (IIAA) is the official trade organization for the property and casualty insurance industry in California. Therefore, most states require insurer filing of policy forms with the IIAA."
132,C,"2 short sentences (why that letter) Question: 132: The amount to replace property with "" like property of the same quality and construction"" is the properties D. Replacement value A. There is no difference B. Stated value C. Assessment value"
133,D,"The answer is ""building in the process of being constructed."" This phrase does not repeat any lines from the question, and it provides a clear explanation for why this policy would be found in the context of building construction."
134,A,"The past year (B) Explanation: According to California P&C exam style MCQ, the past year is one of the reasons why an application for a license can be denied without a hearing. Therefore, the applicant for the insurance license has failed to pass the licensing exam multiple times and has a minor traffic violation on record."
135,A,"The question asks about one of the principle rating factor under Proposition 103 allowed for personal auto police. The answer provided is ""safety driving record."""
136,A,"The question mentions that all of the following are considered an uninsured motor vehicle according to policy definitions found in a personal auto policy, EXCEPT for a vehicle that is self-insured because it is owned by a state agency. This means that any vehicle that is not owned by a state agency or incorporated under the law of the state of California cannot be considered an uninsured motor vehicle."
137,C,2 short sentences (why that letter)
138,A,"The question states that ""in the state of CA no rate will reamin in effect if it is considered to be any of the following excepc..."" and ""C. accurate"" are not listed as options. Therefore, option A is the correct answer."
139,C,Short sentences (why that letter) Question: 139: What right does an insurer have as far as auditing the books and records of an insured according to the conditions of a commercial property policy?
140,A,"The phrase ""80% coinsurance"" refers to the California P&C exam style MCQ, which requires the insured to maintain insuraNCe coverage equal to 80% of the value of the property. This means that if the insured's regular use of a company-owned car results in an accident with their vehicle, they must maintain insuraNCe coverage equal to 80% of the value of the property."
141,D,"The reason given for the requirement to send a written notice is that ""all-risk or open peril"" is not specified in the policy, so it's necessary to notify all parties involved."
142,A,"The reason given is ""2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines."" Explanation: The question states that the insurer cancelled the policy for non-payment, and the answer choices provide a reason why the insured should give notice of cancellation within 10 days."
143,A,"The question asks for an agent's role in acting as an agent of a particular insurer, which must be done by obtaining approval from the insurer's board of director. Option A provides the correct answer."
144,C,"The PA P&C exam style MCQ asks for two lines, and the question's A./B./C./D. lines are not echoed. Therefore, the correct answer is ""C"" with a short sentence explaining that the insurer would pay for an accident involving the overturn of one vehicle resulting in $2000 of damage."
145,A,The question states that the limit of liability is lesser of the amount necessary to repair or replace the property or the actual cash value of the stolen or damaged property. This option aligns with this requirement and provides a clear explanation for why it's the best choice.
146,A,"The question states that under an unendorsed personal auto policy, transportation expense coverage applies to ""none, there is no coverage"" only. This means that the answer choice A is correct as it explains that transportation expense coverage does not apply to collision losses or theft losses."
147,C,"The question specifically asks for a reduction in value of property that results immediately from damage to the property, which means ""other collision"" is not an option."
148,A,"The answer is ""all of these are covered"" (A). This form is best for use on a brand-new single family dwelling because it covers the entire amount of coverage that is required by law."
149,A,"The personal property coverage part of an unendorsed HO3 form covers all risks, including uninsured motorist, medical payment, collision and other than collision ""all risk"" coverage applies to real property, broad form named periils coverage applies to personal property."
150,A,"The initials ""S.tA.R.R"" represent the abbreviations for ""Personnel Loss Exposure,"" which is a condition that refers to the risk of injury or illness to employees due to their work activities."
151,C,"2 short sentences (why that letter). Do not echo the question's A./B./C./D. lines. Question: 151: Under a personal umbrella policy, what underlying coverage must an insured typically maintain? C. HO3: $30,000"
152,A,"The question does not specify which type of insurance has a standard coverage form, so the answer is ""A."" Explanation: The question asks for the type of insurance that does not have a standard coverage form. Therefore, the correct answer is ""A,"" which is the umbrella policy."
153,D,"2 short sentences (why that letter) Question: 153: The water damage exclusions in the cause of loss- special for applleies to all athe following, EXCEPT: A. umbrella policy B. plumbing system leakage C. Personnel loss exposure D. plubing system leakage"
154,A,"The question states that a representation may be withdrawn after the insurance company is in effect, but it does not specify when this may happen. Therefore, option A is the correct answer."
155,A,"The reason given is that under a personal auto policy (PAP), damage sustained to an insured vehicle as the result of an earthquake would be covered in the other-than-collision section of the policy. This means that the PAP would cover any damages caused by an earthquake, regardless of whether or not they were caused by collisions with other vehicles."
156,A,2 short sentences (why that letter) Question: 156: A private passenger vehicle is added to an insurance policy. The CA insurance code D. the insured desire for broader coverage A. smoke damage from industrial operations B. make no mention of vehicle inspection requirement C. liability coverage for watercraft listed on the schedule
157,D,"The individual vehicle is totally wrecked from her driveway, which means that the loss is not covered by any of the other two options (coverage A or B). Therefore, the only option left is ""D"" - excess and surplus lines insurer."
158,A,"The question asks for an insured to purchase an all-terrain vehicle (ATV), which is a motorized vehicle designed for off-road use. An endorsement for this type of vehicle can be added to the personal auto policy to cover the vehicle in case of damage or loss. This endorsement would allow the insured to take advantage of the additional coverage provided by the ATV endorsement."
159,A,"The question does not mention any specific dwelling form or endorsements that would cover damages caused by burglary of personal property. Therefore, the answer is ""A"" (business income insurance)."
160,A,2 short sentences (why that letter)
161,A,"The question asks for the reason why the license of a fire and casualty break-agent becomes inactive when they have no appointment with any insurance company, but their licensing renewal fee has been paid and CE requirement has been met. When the broker/agent transfers their license to another state, but maintains an appointment with an insurance company, it is not considered as a reason for the inactive status of the break-agent's license."
162,A,"The first requirement for a notice by mail to an insured is that it must be acknowledged by the insured. Notice must be sent via certified mail, and it must be delivered in person. Therefore, option A is correct."
163,A,"The question only asks for the coverage's that can be purchased with a named non-owner liability policy. ""Coverage"" refers to the type of insurance, while ""liability"" is a specific type of coverage. Therefore, the answer is ""none."""
164,C,"The state laws that regulate insurer practice regarding underwriting sales, rate-making, and claims handling are called ""solvency surveillance regulation."""
165,A,"The PA P&C exam style MCQ requires a short sentence (why that letter) to cover the required information for the hit and run accident under the uninsured motorist property damage coverage of a PA policy. In this case, the required information is the license number of the driver in the hit and run vehicle."
166,A,"The question asks for the details surrounding an accident with bodily injury policy limits of $25,000 per person and $50,000 per occurrence. The answer choices are (1) $11,000, (2) $26,000, (3) $12,000, and (4) $48,000. Explanation: The question does not specify the exact details of the accident, only that it involved bodily injury policy limits of $25,000 per person and $50,000 per occurrence. Therefore, the answer choice with the highest dollar amount is (A) since it includes the most signific"
167,A,The products and completed operations hazard would apply to the situation where bodily injury to a customer as the result of a defective manufactured by the insured is caused while kept for the owner in a commercial parking garage.
168,A,2 short sentences (why that letter)
169,A,"The best definition of the term ""collision"" as found in a personal auto policy is that it refers to which of the following: 1. The loss resulting from two or more periils that occur at the same time to cause a loss, including any open claims. 2. The approximate dollar amount of an insurer's liability for at least one (or more)open claims. 3. Using the insured vehicle on his own property, including hitting other vehicles or objects with it, or upsetting it."
170,A,"The insured has been vacant for more than 60 consecutive days, which means that the property is no longer being used for personal purposes. This would have a significant impact on van Dalism loss, as it would exclude the producer from coverage under the abuilding and personal property coverage form."
171,A,"The question mentions that all loss exposures are covered under the liability section of a homeowner's policy, except for makes carrying insurance on percentage of the building value advisable to avoid a possible the insured is using his new personal auto, fully registered and licensed, on his premises which includes a large parcel of undeveloped land. This means that the question is asking about the coverage provided by the liability section of a homeowner's policy for loss exposures related to"
172,A,"The type of homeowner's contract that should be considered and then purchased by one of your property insured's who is a tenant renting a 2,500sq foot 2 story house is named non-owner coverage endorsement."
173,A,"The question specifically mentions ""ideally insurable loss exposure"" which means the losses should be catastrophic, definite, and measurable. Therefore, option A is the correct answer."
174,A,"The reason given for terminating a license is that it is in the possession of an employer. Therefore, option B is not applicable."
175,C,"The limit per day for a transportation expense in an unendorsed personal auto policy in the event of theft, after it is reported and automobile is not returned within 48 hours of theft is $10."
176,C,"The question mentions ""special dmaimges"" but does not provide any information about the type or severity of damage caused by these images. Therefore, option C is the best answer to this question."
