question_number,answer,reason
94,D,The condition allows the insurer to broaden coverage to the commercial property coverage part without an additional premium.
95,A,**OPTION: A** **REASON:** ACV=replacement cost minus depreciation. The ACV is typically provided in a boat owners policy to cover the cost of replacement or repair of the boat.
96,D,"The HO2, HO4, and HO6 are similar because they are all methods of transferring risk from an insurance company to policyholders."
97,A,Insurance records are required to be made available to the insurance commissioner upon request.
98,C,**OPTION: C** **REASON:** A preliminary quote is not a binding contract of insurance and is not a contract that is temporary in nature.
99,A,"**OPTION: A** **REASON:** Boat owners policy covers injuries to people on the boat, while HO3 covers 10 acres of undeveloped land."
100,A,The watercraft endorsement on a homeowners policy extends coverage for the actual cash value of the stolen or damaged property.
101,B,**OPTION: B** **REASON:** The insured risk and peril section of the policy covers losses resulting from damage to property owned or occupied by the insured.
102,D,**OPTION: D** **REASON:** Ocean marine liability insurance is typically found within the hull and machinery coverage section of a vessel's insurance policy.
103,A,A signing a covering note is not a reason an organization can cease to hold a license.
104,D,An admitted insurer is defined according to California DOI as an insurer that transacts insurance according to the laws of the state of California.
105,A,"The professional designation ""p&c"" is acceptable following the name of any property insurance company."
106,D,**OPTION: D** **REASON:** Self-insured retention under an umbrella policy is protection and indemnity coverage for losses that are not excluded by the underlying coverage and covered by the umbrella.
107,A,"**OPTION: A** **REASON:** A fire and casualty agent is not permitted to bind coverage on behalf of the insurer, while all other options are correct."
108,A,"Open or all-risk coverage is not included in a DP2, while falling objects are not included in a DP1."
109,A,**OPTION: A** **REASON:** An other-than-collision loss is covered under a personal auto policy when damage is caused to a vehicle while it is being driven or parked on the premises of the insured person.
110,A,**OPTION: A** **REASON:** Perils other than those specifically named as being excluded are covered by the collision coverage of a personal auto policy.
111,D,"**OPTION: D** **REASON:** The question describes an individual exposed to a physical hazard, which falls under the category of physical hazard."
112,C,A possible fraudulent claim made by an insured is a type of customer service enhancement that insurers are required to investigate.
113,C,"The ordinance or law exclusionlimitation found in property policies such as the commercial property coverage, and in the homeowner policy excludes that part of the loss resulting from the enforcement of a building ordinance."
114,D,**OPTION: D** **REASON:** The correct answer is D. concealment is permissible if the insurer is aware of the facts.
115,A,"The material of representations and concealment is determined by the affect of the facts on each party to the contract in determining his or her estimate of the disadvantages of the contract office building 2 stories high and containing about 5,000 square feet."
116,A,A binder is deemed a valid insurance policy for the purpose of providing that the insurance coverage specified in the binder for each of the following types of insurance EXCEPT disability insurance.
117,A,"A dwelling fire policy's coverage is to a homeowners policy, as a commercial property policy's coverage is to a broad and special business owners policy."
118,A,Perils insured is not a condition included in a commercial lines program policy.
119,C,**OPTION: C** **REASON:** The subrogation clause in a real estate contract allows the lender to subrogate the insurance policy issued by the property insurance company to itself. This means that the lender can pursue a claim against the property insurance company if the borrower defaults on the mortgage.
120,C,Common policy declaration and conditions will apply in this case. The policy will pay all needed expenses the insured incurs for the rental car to the stated business owners.
121,A,The medical payments coverage found in a commercial general liability applies to the insured's premises. Carrying insurance of percentage of the building value is advisable to avoid a possible loss of the premises.
122,B,The broadest coverage on any auto shown in the declarations would provide coverage for the property damage caused by arson.
123,C,"An umbrella policy covers physical damage, liability and medical payments, which are all covered by one insurer."
124,D,"The DOI require agents and brokers to maintain records of the compensation they pay to insureds, which would not apply to a company receiving premium financing services for 3 years."
125,A,RW and Associates partnered with BLG Insurance Corporation is the correct answer because it clearly states the relationship between the two businesses in the advertisement.
126,A,"**OPTION: A** **REASON:** The physical damage section of a personal auto policy covers damage to the vehicle itself, including the engine, transmission, chassis, and other components. The named insured's spouse would not be covered under the physical damage section."
127,C,"Excess liability coverage is not eligible for coverage on a broader basis, above an underlying primary policy."
128,A,**OPTION: A** **REASON:** NAMED OPERATOR POLICY allows you to buy additional liability coverage for the named driver and passengers in addition to the required minimum coverage.
129,A,"The question asks about landlord's furnishings, which are typically covered under HO3 insurance."
130,A,An insurer's option when making a settlement with the insured under a personal auto policy is to provide a rental car for the duration of the settlement process.
131,D,**OPTION: D** **REASON:** The insurance department is responsible for filing policy forms in most states.
132,D,"The replacement value is the amount to replace property with "" like property of the same quality and construction""."
133,A,"Builder's risk provides the convenience of one policy for all exposures and risks, including those arising during the construction process."
134,A,"The applicant has failed to pass the licensing exam multiple times, indicating a pattern of non-compliance that could lead to a denial of the application."
135,C,A safety driving record is a principle rating factor under proposition 103 allowed for personal auto polices.
136,D,A vehicle that is self-insured because it is owned by a state agency is not uninsured under the policy definitions found in a personal auto policy.
137,C,"An insured may choose HO3 policy because it provides broader coverage that includes additional perils not typically covered by dwelling policy, such as riots, civil commotion, and terrorism."
138,A,"Procedural is not a type of legal entity in California, and therefore, no rate will remain in effect if it is considered to be procedural."
139,A,"An insurer has the right to audit the books and records of an insured according to the conditions of a commercial property policy, while the policy is in force and up to three years after expiration or termination."
140,A,"The phrase ""80% coinsurance"" means that the insured must maintain insurance coverage equal to 80% of the value of the property."
141,A,The insured is required to mail or deliver written notice to the insurer under the terms of the policy cancellation.
142,A,"The insured has 10 days from the due date to provide notice of cancellation, according to California law."
143,A,A life agent or fire and casualty insurance agent must obtain approval from the insurer's board of directors before they can act as an agent of that insurer.
144,A,"The collision deductible is higher for collision than for other types of damages, therefore the insurer would be responsible for paying the difference between the two deductibles, which is $1000-$500 = $500."
145,A,The personal auto policy states that the limit of liability is lesser of the amount necessary to repair or replace the property or the actual cash value of the stolen or damaged property.
146,A,"Under an unendorsed personal auto policy, transportation expense coverage applies to collision and other than collision losses."
147,A,"**OPTION: A** **REASON:** An indirect loss occurs when a property's value decreases due to damage, but the damage itself is not covered by insurance."
148,D,All homeowners on a new single family dwelling are covered by the standard homeowners form (HO5).
149,A,"The personal property coverage part of an unendorsed HO3 form covers liability coverage for watercraft listed on the schedule, damage to the insured's living room furniture that is result of the furniture being removed from the insured premise to prevent it from further damage after a covered fire, and at the same premises."
150,A,"**OPTION: A** **REASON:** S.T.A.R.R stands for ""Safety, Training, Accident, Reporting, and Record-keeping."" These initials are commonly used in the insurance industry to represent the responsibilities of an insurance company and its agents in handling claims and protecting the interests of policyholders."
151,C,**OPTION: C** **REASON:** An insured typically must maintain HO3 underlying coverage to qualify for a personal umbrella policy.
152,D,"**OPTION: D** **REASON:** An umbrella policy is typically not considered a standard coverage form, as it is not a traditional type of insurance policy that is designed to provide coverage for a specific loss."
153,D,"A plumbing system leakage is not an exception to the water damage exclusion, while the other options are."
154,B,**OPTION: B** **REASON:** A representation may be withdrawn only before the insurance is in effect.
155,C,**OPTION: C** **REASON:** The other-than-collision section of the PAP covers damage sustained to an insured vehicle as the result of an earthquake.
156,D,"**OPTION: D** **REASON:** The insured desires broader coverage, which typically includes liability coverage for vehicles."
157,A,"Other than Collision coverage provides coverage for damage to a vehicle caused by an event other than a collision, such as theft."
158,A,The special provisions endorsement allows insureds to add an ATV to their personal auto policy.
159,D,**OPTION: D** **REASON:** Liability loss exposure is not covered under a business income insurance policy.
160,D,The mortgage holder will in most cases lose the right to any payment in a commercial property insurance claim deniend because of the insured action's.
161,B,"The license of a fire and casualty broker-agent becomes inactive when the broker/agent has no appointment with any insurance company, but licensing renewal fee have paid and CE requirement have been met when the broker/agent transfers their license to another state, but maintains an appointment with an insurance company."
162,A,"**OPTION: A** **REASON:** A notice by mail to an insured by insurer must be sent with a return receipt requested, but it is not required to be acknowledged by the insured."
163,C,"**OPTION: C** **REASON:** A named non-owner liability policy may be purchased with a named non-owner liability policy. This coverage provides liability and medical coverage for the named driver and passengers of the vehicle, regardless of who caused the accident."
164,D,Financial solvency regulation is a state law that regulates insurer practice regarding financial stability and risk management.
165,A,**OPTION: A** **REASON:** The description of the hit and run vehicle's make and model is required by the PAP to be provided to the insurer.
166,A,"An insurer would likely pay the $25,000 per person limit for each injured person, resulting in a total payout of $75,000."
167,A,The products and completed operations hazard would apply to someone shooting Dick's car rear window while the car is parked on the street overnight.
168,D,"Items purchased on replacement cost are defined as the original purchase price with depreciation, meaning the cost of the item, including the cost of wear and tear, is deducted from the original purchase price to determine the value of the item at the time of loss."
169,C,A collision involves two or more perils occurring at the same time to cause a loss.
170,A,**OPTION: A** **REASON:** Personnel loss exposure is the effect that will have on vandalism loss when the insured has been vacant for more than 60 consecutive days.
171,A,The increased expense incurred for the insurer to repair or rebuild property according to building code specification is not covered under the liability section of a homeowner's policy.
172,D,Named non-owner coverage endorsement is a type of insurance endorsement that provides coverage for the property owner's liability if the property is damaged or stolen.
173,A,** A large number of exposure units characteristically means that the exposure is spread out across a large number of policyholders. This means that the loss will be spread out and the insurer will not be able to assess the risk of any one policyholder.
174,A,The licensee must surrender the license to the employer.
175,A,"**OPTION: A** **REASON:** The limit per day for a transportation expense in an unendorsed personal auto policy in the event of theft, after it is reported and automobile is not returned within 48 hours of theft is $10."
176,B,**OPTION: B** **REASON:** Lost wages are considered special damages because they are not directly related to the loss of a bodily part or property.
177,B,"The CGL contract contains coverage for advertising injury, which is an injury caused by the publication or distribution of false or misleading advertising."
178,D,The watercraft endorsement on homeowners policy extends coverage for liability coverage for watercraft listed on schedule B.
179,A,**OPTION: A** **REASON:** An excluded under the concurrent causation exclusion provides additional coverage for perils that occur during the same period as the original covered peril.
180,D,**OPTION: D** **REASON:** A business owners policy typically covers the liability and medical expenses of the business owner and its employees.
181,C,"A domestic insurer is an insurer that is organized, chartered, or incorporated under the law of state of California."
182,D,"Gross negligence involves a duty to use reasonable care in the performance of a task, and when that duty is breached, the resulting harm is considered negligence. Gross negligence involves a duty to use reasonable care in the performance of a task, and when that duty is breached, the resulting harm is considered negligence."
183,C,"The homeowners policy covers jewelry, fur, musical instrumentals, and cameras for dollar value amounts decided by the insurer."
184,D,A riot or civil commotion endorsement is not an endorsement that can be used to insure a motorcycle under a personal auto policy.
185,A,Coverage A under HO3 policy covers the return of stolen property to the address shown in the policy.
186,B,The uncertainty of a loss covers losses that are unpredictable or beyond the control of the insured.
187,A,The watercraft endorsement on homeowners policy extends coverage for The personal auto policy territory limits include liability coverage for watercraft listed on schedule.
188,A,"**OPTION: A** **REASON:** Per accident limit in a split limits policy refers to the maximum amount of coverage for a single occurrence of an event, while the single limit refers to the maximum amount of coverage for the entire policy period."
189,B,A covering note is a document that is signed by the policyholder and the insurance company and is used to confirm that the policy has been accepted and that the premiums will be paid.
190,A,"**OPTION: A** **REASON:** The first party to an insurance contract is the beneficiary, who is the person or organization who benefits from the insurance coverage in the event of a loss covered by the policy."
191,C,**OPTION: C** **REASON:** Underwriting is the process where a mutual insurer becomes a stock company.
192,A,"The bed and breakfast inn is not covered under the policy, and the owner's chothing and suitcase are specifically excluded from coverage."
193,A,Loss possible financial impact of loss should be considered when making an insurance recommendation to a prospective insured that has just purchased a new office building.
194,A,"**OPTION: A** **REASON:** The limit for sound reproducing equipment under the coverage endorsement for excess sound reproducing equipment, audio, visual and data electronic, tapes , record, disks and other media is HO6, which is the highest limit for sound reproducing equipment."
195,A,"The question asks about the coverage for real property and personal property under a standard (ISO)HO3, real property and personal property are covered for the perils on it transact insurance according to laws of the state of California to the premises described and to the personal activities of the insured's on or off of the premises."
196,D,Bodily injury to a customer as the result of a defective manufactured by the insured is not covered under medical expense coverage in a worker's compensation policy.
197,A,An insurance broker is an individual who receives compensation for transacting insurance on behalf of another.
198,D,"The damage for breach, reasonable attorney fee and cost begins when the policy period ends, and is activated when the policy is cancelled or not renewed."
199,A,"**OPTION: A** **REASON:** The policy requires agents and brokers to maintain records of the compensation they receive for providing premium financing service for 3 years the insured is car-pooling to work with her neighbor when they are in an accident. Both are injured and incur almost $3000 each in medical expenses. Therefore, the insured and her neighbor would each be paid $2000 from the policy."
200,A,"The California FAIR plan provides coverage for the dwelling, other structures, and personal property of the insured."
201,A,The DOI requires agents and brokers to maintain records of the compensation they receive for providing premium financing service for 5 years.
202,A,Written consent of the insured is not required for a policy transfer.
203,B,**OPTION: B** **REASON:** An HO3 policy typically provides coverage for legal expenses and lost wages resulting from covered events. Adding a personal injury endorsement to the policy would provide coverage for medical expenses and lost wages resulting from covered events caused by the insured's negligence.
204,C,The doctrine of employer negligence holds the employer legally liable for the negligent operation of an employee driving a vehicle on behalf of the employer and causing an injury to a pedestrian.
205,C,"** A high probability of loss occurring is not a characteristic of an ideally insurable risk. An ideally insurable risk should have a low probability of loss occurring, which means that detailed documentation of past losses is not necessary."
206,A,"Lost wages are not a type of breach of contract, termination of key employee, or breach of liability."
207,C,"Disability, death, sickness, of valuable employee, Personnel loss exposure are the characteristics of negligence."
208,A,The homeowner's HO3 form does not provide coverage for property damage caused by an earthquake.
209,A,The insured's customers who are in the process of transacting business on the insured's premises are not uninsured motor vehicles.
210,B,A proximate clause is an event that occurs before the main event and is related to it in a way that makes it more likely to occur.
211,C,"**OPTION: C** **REASON:** DP3 provides additional coverage for collapse, which is not included in DP1. DP3 covers the insured's loss of income and other expenses incurred as a result of a covered loss, including collapse."
212,D,"Specified peril coverage is not limited for either the time and/or the dollar amount, which means that business auto policies can provide coverage for damage to other vessels that receive collision damage from the insured vessel."
213,A,"**OPTION: A** **REASON:** An ocean marine hull insurance cover protects the vessel itself from damage caused by perils such as storms, collisions, or fire."
214,A,"**OPTION: A** **REASON:** A HO2 policy provides coverage for the perils insured against, which typically includes physical loss or damage to property. A HO3 policy provides coverage for the perils insured against, which typically includes financial loss or damage to property."
215,A,**OPTION: A** **REASON:** The boat owner's policy is similar to the personal auto policy in that both cover the vehicle's use and protection.
216,B,The mortgagee of the insured property can recover on this loss since the perils of the first named insured caused the loss.
217,A,"**OPTION: A** **REASON:** A pure risk consists of the insured desiring broader coverage, meaning the insured is willing to accept a higher premium in exchange for broader protection."
218,A,The first named insured has the right to request cancellation of a commercial lines policy under California law.
219,A,**OPTION: A** **REASON:** An insured should not be making any kind of profit as the result of an insurance claim/loss being paid because the payment should restore the insured to the financial status that existed prior to the loss with no chance of any type of profit.
220,D,"**OPTION: D** **REASON:** A notice by mail must be delivered in person by a designated representative of the insurer. Therefore, option D is the correct answer."
221,A,"Personal auto policies typically provide coverage for accidents involving the insured's vehicle and passengers. PIP is an extension of liability coverage, so coverage automatically expands when an insured has PIP."
222,A,"** An express warranty is a clear and unambiguous promise made by one party to another, which is not subject to the ordinary rules of contract interpretation."
223,C,The fact that the applicant has previously had a license application denied for cause within the past five years suggests that they may not have the financial resources to pay for the damages caused by the collision.
224,A,Absolute risk(liability) is imposed when there is negligence whether proven or not.
225,B,"The minimum financial responsibility for accidents involving several people injured in one accident is $50,000 under California financial responsibility law."
226,A,**OPTION: A** **REASON:** A human loss exposure is also known as a liability loss exposure because it refers to the potential financial liability of an organization or individual for losses or damages suffered by individuals or entities as a result of their negligence or wrongdoing.
227,A,"**OPTION: A** **REASON:** A policy knows as ""open peril"" protects against perils not specially named as exclusions in the policy."
228,D,Collision coverage is excluded under the concurrent causation exclusion in a personal auto policy.
229,A,"Under comparative negligence, the injured party receives the difference between their actual damages and the damages they would have received if the accident had not occurred. In this case, the injured party's actual damages are $10,000, and they would have received $12,500 if the accident had not occurred. Therefore, the injured party would receive $12,500 under comparative negligence rules."
230,A,HO3 and HO5 are both optional coverage options that provide open peril coverage for the dwelling.
231,B,"**OPTION: B** **REASON:** A notice must be sent with return receipt requested, which is not a covered expense under coverage a of a personal auto policy."
232,A,A captive insurance company is owned by individuals that are stockholders in the company; and share in the profits of the company.
233,A,Written notice of intent is required by law to obtain liability coverage resulting from employee using their own vehicle in your client's business.
234,B,Excess liability coverage extends beyond the limits of the underlying primary policy to encompass losses resulting from two or more perils that occur at the same time to cause a loss.
235,C,"**OPTION: C** **REASON:** Guard dogs are typically covered by general liability insurance policies, which provide coverage for bodily injury and property damage caused by the negligence of the dog owner."
236,A,"The exclusion for care, custody and control is not applicable to medical payments for injuries sustained by passengers or crew members."
237,A,"The phase ""aggregate limit"" is found and defined in a commercial general liability policy. It is liability coverage, on an excess basis, provided for losses that occur in Mexico."
238,A,An isurer must file a complaint with the insurer within 7 days of receipt of application to reject an application from an agent who was not specifically appointed by the insurer.
239,A,An insured's personal auto policy provides coverage for damage to or loss of a vehicle while it is being driven or parked on the insured's premises.
240,D,"Mudflow is not a cause of loss, it is a result of a loss."
241,C,"**OPTION: C** **REASON:** An umbrella policy covers most liability exposure, while an excess liability policy will only cover one line of exposure."
242,D,Commercial general liability insurance provides coverage for losses resulting from the negligent performance of a business's activities.
243,C,"A ""causes of loss-basic form"" covers the named insured's (non-resident) spouse."
244,C,An insurance company and/or the first named insured in the policy are allowed to cancel a commercial policy.
245,A,**OPTION: A** **REASON:** Direct loss refers to coverage that protects an insured against financial loss resulting from damage or loss to property.
246,A,"**OPTION: A** **REASON:** An inherent defect is not a party to a surety bond, while the other options are all."
247,A,The actual cash value is the amount paid to replace the damaged property without considering depreciation.
248,D,"""Liability"" coverage in a PAP is designed to cover the loss of the insured's vehicle in the event of an accident. Therefore, ""other than collision"" coverage would not apply in this case."
249,A,"The changes condition allows the insurer to waive the policy terms of the insured's choosing, including the exclusion of coverage for the specific peril mentioned in the question."
250,A,The declaration is the part of the policy that states the amount of coverage the insured property policy period is.
