question_number,answer,reason
31,B,"An insurance broker is defined as someone paid to transact insurance on behalf of another person, but not on behalf of the insurer itself. This means a broker acts as an intermediary between the insured and the insurer, facilitating transactions but not directly representing the insurer's interests. Option B accurately reflects this definition."
32,A,"The question asks which option is not a type of property commonly insured by using a commodity coverage, also known as inland marine coverage. Built-in appliances are typically covered under homeowners or renters policies, rather than being insured through a commodity coverage. This makes option A the correct answer."
33,B,"A personal auto policy typically covers four-wheeled vehicles, and motorcycles are considered separate types of vehicles that require a specific endorsement to be covered. Without this endorsement, a motorcycle is not automatically included in the coverage. This is why option B is correct."
34,A,"Insurance regulators view statements made by agents to prospective insureds with scrutiny, and guaranteeing dividends each year may not accurately reflect the actual dividend payment structure of the insurance contract. This could be seen as misleading or deceptive, which is why it would be considered a misrepresentation."
35,C,"The question asks about an insurer with a certificate of authority in California, which indicates they are authorized to do business in the state. Option C, ""admitted"", is correct because it means the insurer has been approved and licensed by the state to operate within its borders."
36,C,"The insurance company will only respond to loss if it results from a peril that is insured under the policy. Since vandalism and theft are excluded perils, any loss resulting from these causes would not be covered. Therefore, the loss must be caused by an insured peril for coverage to apply."
37,B,"The ""additional coverage for property removed"" provision in a homeowners policy typically covers financial losses incurred due to the removal or transportation of personal property, such as theft or vandalism during transit. This provision is designed to protect against unforeseen events that may occur while moving property from one location to another. It does not cover physical damage to the property itself."
38,B,"Workers' Compensation is a specialized line of insurance that requires a separate license in California, and a fire and casualty broker-agent may not transact this type of business without proper appointment and licensure. This option is the correct answer because it is the only one that does not fall under the typical scope of a fire and casualty broker-agent's authority."
39,B,"To ensure replacement cost coverage for a partial loss to either structure, Mary must carry sufficient limits to cover the full replacement cost of each structure. The correct answer is B because it states the minimum amount needed to cover the replacement costs of both structures ($80,000 for the dwelling and $16,000 for the garage)."
40,C,"This type of exposure refers to a condition or situation that presents financial loss due to various causes such as injury, disability, death, or sickness, which is best described by personal loss exposure. This option encompasses the broad range of potential losses that can affect an individual or family."
41,C,"Since Max's collision coverage applies on a primary basis, it will pay for the damages to his neighbor's car first, before the excess liability coverage kicks in. The neighbor's liability coverage only covers bodily injury or property damage to others, not damage to their own vehicle."
42,A,"The question asks for policy conditions that are NOT common in a commercial lines program. Basic, broad, and special forms are types of policy forms, not conditions. Number of listed drivers is a condition, insured risk and peril is a condition, and personal loss exposure is a condition, making option A the correct answer because it lists policy forms rather than conditions."
43,C,"A DP2 (dwelling policy) provides broader coverage than a DP1, which is typically a basic dwelling policy that covers only the minimum required by law. The insured may desire to add more coverage options to their policy, such as increased limits or additional perils, making option C the correct answer. This is an example of how a DP2 can be tailored to meet the specific needs and desires of the insured."
44,A,"The supplemental extended reporting period (SERP) endorsement provides an additional time for the policyholder to report claims that occurred during the original policy period, typically 30 or 60 days. This allows for late reporting of claims that may have been overlooked initially. It does not extend the reporting period indefinitely."
45,A,"Under the HO3 policy, built-in appliances are valued on an actual cash value (ACV) basis, which means they will be replaced with new items of similar kind and quality minus depreciation. This is in contrast to other types of property that may be valued at replacement cost or other methods."
46,C,"A homeowners policy and a dwelling policy both provide coverage for personal property, but the key difference lies in the type of structure being insured. A dwelling policy specifically covers a single-family home or condominium unit, whereas a homeowners policy can cover a broader range of dwellings, including townhouses and apartments. Since there is no appreciable difference in how personal property is covered under these two types of policies, option C is correct."
47,B,"An ""all-risk"" policy covers damage from various perils, including hail, unless specifically excluded. This type of policy is often chosen for its broad coverage. The hail damage to the car would be covered under this type of policy."
48,C,"The retention of a loss by the insured is not a benefit of insurance, but rather a characteristic that distinguishes insurance from other financial products. Insurance typically involves transferring risk to the insurer in exchange for premiums paid. Retaining losses would negate the purpose of purchasing insurance."
49,A,"To surrender a license for cancellation, the licensee must take physical action to deliver the document to the commissioner, as simply mailing or filing it would not be sufficient. This is because the commissioner needs to receive the actual document in order to process the cancellation request. Option A is the most direct and effective way to ensure this happens."
50,D,"The limited Mexico endorsement is typically offered for short-term trips to Mexico, and a duration of 10 days or less is a common limit for this type of coverage. This option aligns with the typical terms and conditions of such an endorsement. It also makes sense in the context of travel insurance."
51,C,"Section 2 of a homeowners policy typically covers personal liability for bodily injury or property damage, but it usually excludes coverage for vehicles and their use. Since Ron's registered/licensed personal auto is used on his own property, which includes undeveloped land, this scenario falls under the exclusion for vehicles, making option C the correct answer."
52,C,"A plumbing system leakage is typically considered an engineering or equipment failure, which would be covered under a specific endorsement rather than a standard coverage form. Standard coverage forms are used for more common risks such as liability and property damage. This option stands out from the others because it does not fit with the typical types of coverage forms used in insurance policies."
53,C,"A Dwelling policy provides more limited coverage compared to an HO3, but it is often used for properties with unique risks such as those located in hazardous areas. This option highlights one reason why a Dwelling policy might be chosen over an HO3, which typically offers broader coverage. The well-maintained dwelling aspect suggests that the property's condition is not the primary concern, but rather its location."
54,B,"This option is correct because the commercial general liability (CGL) policy excludes bodily injury or property damage claims arising from the ownership, maintenance, or use of a vehicle, unless the vehicle is used for a business purpose other than transportation. In this case, the insured's car was being used to commute to work, not for any business-related activity."
55,B,"Option B is the least professional approach as it relies solely on reviewing existing policies, which may not accurately reflect the client's current or future needs. This method does not consider other factors that could impact loss exposure, such as changes in business operations or new risks. A more comprehensive approach would involve a thorough analysis of the business's specific risk profile."
56,B,"A corporation can be held liable under vicarious liability, which is when an employer is responsible for the actions of their employee. This type of liability is often seen in cases where an employee causes harm while acting within the scope of their employment. The other options do not accurately describe a basis for corporate legal liability under tort law."
57,B,"An HO3 policy provides coverage for the dwelling and other structures on the premises, but excludes coverage for the vessel itself if it is a boat or watercraft. This exclusion is typically found in the policy's ""Exclusions"" section. The correct answer is B because the vessel itself is specifically excluded from coverage under an HO3 policy."
58,A,"The claim is paid because the policy's terms state that coverage will continue even if the insured has received a traffic ticket within the past 36 months. However, the insured made a misrepresentation by stating he had no tickets or accidents in the past 36 months when in fact he had received a ticket 32 months ago. This misrepresentation would typically void the policy, but in this case, the policy's terms allow for continued coverage despite the"
59,D,"An all-risk or open peril policy protects against loss from any peril, unless specifically excluded in the policy. This type of policy provides broad coverage and is often used for high-value items such as jewelry or art. It is designed to cover losses that are not explicitly listed in the policy."
60,A,"The question asks for the loss scenario excluded from coverage under both collision and other than collision (OTC) coverages. Collision coverage typically excludes damage to non-automobiles, which includes motorcycles. Since option A specifically mentions ""motorcycles"" as an example of a type of vehicle not covered, it is the correct answer."
61,A,"To sell the California FAIR plan, individuals must have a fire and casualty broker-agent license, as specified by the California Department of Insurance. This requirement ensures that agents are knowledgeable about the unique aspects of the FAIR plan and can effectively advise policyholders. The FAIR plan is designed to provide insurance coverage for high-risk properties in areas prone to wildfires or other natural disasters."
62,A,"Kim's policy will pay up to $2000 for her medical expenses and up to $2000 for her neighbor's medical expenses, as long as they are necessary medical expenses. The policy limits apply separately to each person involved in the accident, regardless of who is at fault or how many people were injured."
63,A,"The process of determining appropriate changes to insurance policies is a key function of rate-making, which involves analyzing data and making adjustments to policy rates as needed. This process is distinct from marketing, underwriting, and sales, each of which has its own specific role in the insurance industry. Rate-making is critical for ensuring that insurers remain financially stable while also providing fair coverage to policyholders."
64,A,"Miscellaneous endorsements typically cover items that are not permanently attached to the vehicle, such as awnings and TV antennas. Paintings would be considered personal property and therefore covered under a standard homeowners policy. Outdoor swimming pools, however, are typically considered permanent structures and may require separate coverage."
65,D,"To become licensed as a fire and casualty agent, life agent, or personal lines agent in California, an applicant must complete pre-classroom study and also pass a 24-hour course on insurance law, which includes the California Insurance Code. This is a requirement for all three licenses mentioned."
66,A,"The limit of liability for ""damage to your automobile"" is related to the cost of repairing or replacing the vehicle, which aligns with physical damage coverage. This option directly addresses the type of coverage that would be relevant in this scenario."
67,A,"The miscellaneous type vehicle endorsement provides limited coverage for specific repairs, such as a trailer or a boat, that are not specifically listed in the policy. This is because these types of vehicles may require specialized equipment and maintenance, but they do not pose the same level of risk as a standard automobile. Therefore, the endorsement limits coverage to only those specific repairs necessary for the vehicle's operation."
68,B,"An inactive license means that the agent is not permitted to conduct any insurance transactions, as they do not have a valid and active license. This is in contrast to an active license, which allows agents to engage in all types of insurance business. Inactive licenses are typically issued when an agent's license has lapsed or been suspended."
69,C,"Pure risk refers to the possibility of financial loss due to an uncertain event, which aligns with the definition provided in the question. This concept is fundamental in insurance and is often contrasted with speculative risk, which involves potential gain or loss. The correct answer is pure risk because it directly addresses the idea of financial loss resulting from property ownership."
70,D,"The question asks for what is NOT a condition in a commercial lines policy, and option D lists ""perils insured by the policy"", which are actually covered under the policy's terms, not conditions. Conditions typically outline specific requirements or exclusions that must be met for coverage to apply."
71,A,"Subrogation is the process by which an insurer takes over the rights of its insured to seek compensation from a third party responsible for the loss. This concept is related to the definition of pure risk, which consists of losses that are beyond the control of the insured and can be transferred through insurance contracts."
72,A,"The question describes a situation where personal property of the insured is away from the premises, which suggests that the coverage being referred to is off-premises or ""personal effects"" coverage. This type of coverage typically provides for expenses related to repairing or replacing damaged items, and it's reasonable to assume that these expenses would be paid by the insurer rather than the policyholder."
73,D,"The insured's act of signing a false claim form constitutes intentional deception, making perjury the most appropriate charge. Perjury involves knowingly providing false information under oath or affirmation, which aligns with the insured's fraudulent actions in this scenario. This choice accurately reflects the severity and nature of the insured's misconduct."
74,B,"The statement about the mortgagee being entitled to receive 100% of the loss is incorrect because policies typically state that the mortgagee's interest is paid up to a certain percentage, not 100%, and any excess is paid to the insured. This ensures that the mortgagee has some protection while also allowing the insured to recover their own losses."
75,A,"This question asks about the types of insurance a licensed fire and casualty broker/agent can sell, which is directly related to their appointment with an insurer. The correct answer is ""auto"" because it is one of the lines of insurance that a fire and casualty broker/agent would be appointed to sell."
76,B,"The insurer is seeking to recover the amount paid in lost wages, medical visits and hospital costs, and physical therapy treatments, which totals $25000 + $45,000 + $15,000 = $110,000. This amount is doubled as a penalty for fraudulent activity, resulting in a fine of up to $111,000."
77,C,"The reason for choosing a $100 deductible versus a $1000 deductible is related to the policyholder's ability to receive full payment for the loss, assuming the required premium has been paid. This option directly addresses the concept of deductibles and their impact on claim payments."
78,C,"This question is about yacht policies, and protection and indemnity is a type of coverage provided under such policies. The correct answer is related to the definition of an insurance broker in the California Insurance Code, which is not relevant to this question. Therefore, option C is the best choice."
79,B,"Umbrella policies provide additional liability coverage beyond what's available in underlying policies, such as auto or home insurance. This extra layer of protection helps protect assets from lawsuits and judgments that exceed the limits of the underlying policies. It's a type of excess liability coverage."
80,C,"The policy territory limits of a PAP (Personal Automobile Policy) in California would include areas within the state, and Vancouver, Canada is outside of California, so option C ""claims"" is the correct answer because it refers to the location where a claim may be made, which can be anywhere."
81,A,"When an agent's appointment to an insurance company is terminated and they have no other appointment, their permanent license becomes inactive as it can only be activated by being appointed with a licensed insurer. This is in accordance with California Insurance Code Section 1765. Inactive licenses are not revoked but rather require reactivation when the agent obtains another appointment."
82,A,"An HO6 policy is specifically designed for personal property coverage in a dwelling unit and would be used for a new single-family dwelling. The other options do not match this scenario; C is an HO5 policy, which covers dwellings but with different coverage limits; D is a peril that can be covered under various policies, including HO3 or HO5; B is too vague as it refers to the customer's home in general, without specifying the"
83,C,"A commercial package policy typically includes a common policy declaration and conditions, which outlines the terms and conditions of the policy for all covered entities. This is a standard component of a package policy, as it provides a unified framework for understanding the policy's requirements and limitations. The other options are not necessarily included in a commercial package policy."
84,D,"The question asks for what is NOT found in a standard commercial policy, and option D refers to an additional cost necessary to make a restroom ADA compliant, which is not typically included as a standard coverage part in commercial policies. This type of expense would likely be considered a separate, non-standard modification or upgrade."
85,B,"A managing general agent (MGA) is a type of insurance intermediary that negotiates and binds reinsurance on behalf of an insurer, making option B the correct answer. This role involves acting as an agent for the insurer in handling reinsurance transactions. The other options do not accurately describe this function."
86,D,"The primary difference between an HO3 and an HO5 is that the HO5 policy provides broader coverage for named perils, whereas the HO3 policy has a more limited list of covered perils. This distinction makes option D the correct answer."
87,C,"The retention of loss by the insured is not a benefit of insurance, but rather a characteristic of self-insurance or no insurance at all. Insurance benefits typically involve transferring risk to the insurer and providing financial protection against future losses. Retaining loss would negate the purpose of purchasing insurance."
88,C,"The question asks about the limits of medical expense coverage in a workers' compensation policy, which implies that there are indeed limitations on this type of coverage. Workers' comp policies typically have specific limits on medical expenses, such as maximum payouts or timeframes for treatment. Option C accurately reflects this limitation."
89,D,"The named insured's (non-resident) spouse is not an insured under Section 1 of a homeowners policy, as they are not a resident of the property and therefore do not meet the definition of an insured. This is in contrast to the other options, which all describe scenarios where individuals or entities would be considered insureds under the policy."
90,B,"Representation as to the future in insurance refers to an insurer's promise or guarantee regarding future events, such as paying a claim. This aligns with option B, ""promise"", which accurately describes the concept of representation as to the future. The other options do not relate to this concept."
91,D,"The question asks for a valid reason to choose a HO3 policy over a dwelling policy, which implies looking for a difference in coverage or features between the two types of policies. Option D suggests that the insured wants broader coverage, which is a common reason to choose a HO3 policy, as it provides more comprehensive protection than a standard dwelling policy."
92,C,"Mary's HO3 policy already includes replacement cost coverage, so she doesn't need to carry additional coverage for partial losses. To ensure replacement cost coverage on a partial loss, she must have at least 80% of the replacement cost value (RCV) for each structure, which is $80,000 for the dwelling and $16,000 for the garage."
93,B,"The question asks about coverage's provided in a boat owners policy and perils included in the broad form but not in the basic form, indicating that option B is relevant. This option lists a specific peril (theft) that is typically covered under a boat owner's policy, making it the most appropriate answer."
94,A,"The liberalization condition allows for automatic broadening of coverage without requiring additional premiums, which aligns with option A. This condition is intended to provide more comprehensive protection to the insured without increasing costs."
95,A,"A boat owner's policy typically includes physical damage coverage for the boat itself, as well as liability coverage in case the boat causes harm to others or their property. Medical payments coverage may also be included to cover medical expenses for injured parties. This combination of coverages is standard in a typical boat owners policy."
96,A,"The HO2, HO4, and HO6 are all homeowners policies that cover various perils such as fire, theft, and vandalism, which are also covered under coverage C in these policies. This similarity makes option A the correct answer. Option A highlights a key aspect of these policies that is similar among them."
97,A,"Insurance records for agents and brokers must be made available to the commissioner at all times, as they are subject to regular audits and inspections to ensure compliance with regulations and laws. This allows the commissioner to monitor their activities and enforce any necessary actions."
98,A,"A binder is a temporary contract of insurance that outlines the terms of a pending policy, providing immediate coverage to the insured while the full policy is being issued. It is typically in writing and serves as a placeholder until the final policy is delivered. This definition aligns with option A."
99,A,"The HO3 policy covers injuries to others outside of the home, whereas a boat owners policy typically only covers injuries to people on the boat itself. This is a key difference in medical payment coverage between these two types of policies."
100,B,"The watercraft endorsement on a homeowners policy typically provides liability coverage for watercraft listed on the schedule, which is an extension of the personal umbrella or excess liability coverage. This type of coverage protects against bodily injury or property damage caused by the operation of the watercraft. It does not cover physical damage to the watercraft itself."
101,B,"This option is correct because it accurately describes how improvements and betterments are treated when a named insured is not the owner of the building, which is typically under the ""insured risk and peril"" coverage form. The other options do not accurately describe this scenario."
102,D,"Ocean marine liability insurance is specifically designed to cover liabilities arising from the operation of a vessel, such as damages or injuries to third parties. Protection and indemnity (P&I) coverage is a type of ocean marine liability insurance that provides financial protection against these types of risks. This option directly addresses the question's request for the location of ocean marine liability insurance."
103,D,"Prior approval is not a reason for an organization to cease existing as an entity eligible to hold a license, but rather it is a requirement that must be met before a new policy can be issued or a change made to an existing policy. The other options are all valid reasons why an organization may lose its eligibility to hold a license."
104,D,"An admitted insurer is one that has been approved by the state and is subject to its regulations, which aligns with option D. This definition is consistent with how the California Department of Insurance (DOI) defines an admitted insurer."
105,C,"The correct answer is C because it states that the professional designation ""P&C"" is acceptable, which aligns with California's requirements for name approval for P&C licensees. This option does not imply a requirement or mandate, but rather an allowance for use of the designation."
106,A,"Self-insured retention under an umbrella policy refers to a deductible amount that must be paid by the insured before the umbrella policy kicks in, specifically applicable to losses excluded by the underlying coverage and covered by the umbrella. This provision allows the insurer to limit their exposure to claims. It is a common feature of umbrella policies to require the insured to bear some initial loss before the policy's broader coverage applies."
107,B,"A fire and casualty agent has the authority to bind coverage on behalf of the insurer, can collect premiums from producing broker agents, and is permitted to negotiate terms with insurance companies. However, they are not typically authorized to issue policies directly to customers, as that is usually a function of a licensed producer or agency."
108,A,"Falling objects are typically considered an excluded peril under standard homeowners policies, but are covered under the expanded form of dwelling fire policy (DP2). This distinction highlights a key difference between DP1 and DP2 coverage forms. The correct answer is falling objects because it is a specific peril that is included in DP2 but not in DP1."
109,A,"Hail damage is considered an ""other-than-collision"" loss, which means it's not caused by a vehicle's collision with another object or person. This type of loss is typically covered under a personal auto policy, and option A accurately reflects this."
110,B,"Collision coverage typically covers damage caused by hitting another object with the insured vehicle, or the upset of the insured vehicle, which in this case includes driving into a fallen tree that fell during a storm. This is because the collision coverage applies to accidents involving the insured vehicle, regardless of whether it was the other party at fault."
111,D,"The individual's exposure to radiation from the nuclear power plant is a physical hazard, as it poses a direct threat to their health and well-being. This type of hazard is typically associated with environmental or natural disasters."
112,C,"The question asks about investigating possible fraudulent claims, which is a key aspect of an insurer's compliance with California regulations. Maintaining a unit or division to investigate such claims is a requirement for admitted insurers in the state. This aligns with the regulatory focus on preventing and detecting insurance fraud."
113,C,"The ordinance or law exclusion/limitation in property policies typically excludes losses resulting from the enforcement of building codes, zoning laws, and other government regulations. This exclusion is intended to prevent policyholders from profiting from increased costs associated with compliance. Option C accurately describes this effect."
114,D,"Concealment in insurance refers to the act of withholding or hiding information from the insurer, and it is generally considered a material misrepresentation that can void a policy. Option D suggests that concealment is permissible if the insurer is aware of the facts, which contradicts this principle. This statement is therefore an exception to the definition of concealment."
115,B,"The statement is true regarding the materiality of representations and concealment, as it relates to the impact on the insured's decision to enter into the contract. Materiality is determined by whether the facts would have affected the insured's estimate of the disadvantages of the contract. In this case, a bodily injury to someone in the insured's immediate family would likely be material."
116,B,"A binder is considered a valid policy for most types of insurance, but it does not provide coverage for auto insurance until the actual policy is issued and delivered to the insured. This is because auto insurance requires specific requirements such as proof of financial responsibility, which cannot be guaranteed by a binder alone."
117,B,"A business owners policy (BOP) combines various types of commercial policies into one package, similar to how a dwelling fire policy is part of a homeowners policy. This analogy highlights the bundling aspect of both policies, making option B the most suitable answer. The other options do not accurately represent this relationship."
118,A,"The question asks for an example of something that is NOT included in a commercial lines policy common policy condition, which typically lists specific perils or conditions that are excluded from coverage. ""Perils insured"" refers to the list of covered perils, not exclusions, making it the correct answer."
119,B,"The coinsurance clause requires borrowers to maintain a certain percentage of coverage on their property, typically 80% or more, to avoid a claim being reduced in the event of a loss. This is often used to ensure that lenders are adequately protected in case of a disaster."
120,A,"The personal auto policy will pay for the cost of the rental up to the limits found in the policy, as specified by the policy's coverage for ""other than collision"" or ""comprehensive"" losses, which often include loss of use. This is a standard provision in most personal auto policies."
121,C,"Medical payments coverage in a commercial general liability policy typically covers individuals who are injured while on the insured's premises, including customers and employees. This type of coverage is often included to provide benefits to those who may be injured on the business premises, regardless of fault. In this case, option C is the correct answer because it specifically mentions customers who are in the process of transacting business on the insured's premises."
122,A,"The policy conditions state that if there are concealed facts, and those facts were not material to the risk, the insurer will still pay the claim. This is a common provision in insurance policies, allowing insurers to avoid paying claims where the insured intentionally withheld information that would have affected the insurer's decision to issue or price the policy. In this case, Fred's arson conviction suggests he may have concealed facts about his involvement with the building, but if those"
123,B,"An umbrella policy is designed to provide additional liability coverage beyond what's available in underlying policies, making option B the most accurate description of an umbrella policy. Options A and C are incorrect because they describe different types of insurance products, while option D refers to a feature of replacement cost coverage rather than an umbrella policy."
124,A,"The question asks which type of coverage is not included in marine coverage, and option A lists types of property that are typically covered under inland marine policies, such as vehicles stored in a public parking lot. This suggests that option A is the correct answer because it describes a scenario that would be covered by inland marine coverage, not marine coverage."
125,D,"The correct answer is D because ""underwriting"" implies that RW and Associates are responsible for selecting the risks to be insured, which would make them an insurer rather than an agent or broker. This would violate the agency's relationship with BLG Insurance Corporation as stated in the question."
126,A,"The physical damage section of a personal auto policy typically covers damages to the vehicle itself, such as collision or comprehensive losses. This would include coverage for the named insured's spouse, regardless of residency status, as they are an additional driver on the policy. Option A is therefore correct because it includes the number of listed drivers, which would encompass the named insured's spouse."
127,D,"The California FAIR Plan provides coverage for properties that are uninsurable due to high-risk locations, but it does not cover damage caused by other-than-collision events such as theft or vandalism. This type of coverage is typically provided through a separate policy and is not part of the standard FAIR Plan coverage."
128,A,"A Named Operator Policy is a type of policy that covers the vehicle when it's being driven by someone who isn't listed on the policy, such as a friend or family member. This type of policy typically includes liability coverage, as well as other coverages like uninsured motorist and medical payments to protect the driver in case of an accident. Option A is the most comprehensive answer because it includes these essential coverages."
129,D,"The HO-3 policy provides personal property coverage for the owner's contents, including furniture and fixtures, up to a specified limit. This limit is typically 10% of the dwelling coverage amount, which in this case would be $37,500 if the dwelling coverage is $375,000."
